n1,n2,n3,n4,n5,n6,n7,n8,Anio,Desembolso,Numero,,,,,,,,,,
14,42,14,62,18,14,12,375,2018,0,1,,,,,,,,,,
14,42,14,62,18,14,12,375,2019,21108,1,,,,,,,,,,
14,42,14,62,18,14,12,375,2020,7826,1,,,,,,,,,,
14,42,14,62,18,14,12,375,2021,22063,1,,,,,,,,,,
14,42,14,72,18,14,12,375,2018,0,1,,,,,,,,,,
14,42,14,72,18,14,12,375,2019,21108,1,,,,,,,,,,
14,42,14,72,18,14,12,375,2020,7826,1,,,,,,,,,,
14,42,14,72,18,14,12,375,2021,22063,1,,,,,,,,,,
14,42,14,57,18,14,12,478,2018,0,1,,,,,,,,,,
14,42,14,57,18,14,12,478,2019,21108,1,,,,,,,,,,
14,42,14,57,18,14,12,478,2020,7826,1,,,,,,,,,,
14,42,14,57,18,14,12,478,2021,22063,1,,,,,,,,,,
14,42,14,62,18,14,12,478,2018,0,1,,,,,,,,,,
14,42,14,62,18,14,12,478,2019,21108,1,,,,,,,,,,
14,42,14,62,18,14,12,478,2020,7826,1,,,,,,,,,,
14,42,14,62,18,14,12,478,2021,22063,1,,,,,,,,,,
14,42,14,72,18,14,12,478,2018,0,1,,,,,,,,,,
14,42,14,72,18,14,12,478,2019,21108,1,,,,,,,,,,
14,42,14,72,18,14,12,478,2020,7826,1,,,,,,,,,,
14,42,14,72,18,14,12,478,2021,22063,1,,,,,,,,,,
14,42,14,57,18,14,12,489,2018,0,1,,,,,,,,,,
14,42,14,57,18,14,12,489,2019,21108,1,,,,,,,,,,
14,42,14,57,18,14,12,489,2020,7826,1,,,,,,,,,,
14,42,14,57,18,14,12,489,2021,22063,1,,,,,,,,,,
14,42,14,62,18,14,12,489,2018,0,1,,,,,,,,,,
14,42,14,62,18,14,12,489,2019,21108,1,,,,,,,,,,
14,42,14,62,18,14,12,489,2020,7826,1,,,,,,,,,,
14,42,14,62,18,14,12,489,2021,22063,1,,,,,,,,,,
14,42,14,72,18,14,12,489,2018,0,1,,,,,,,,,,
14,42,14,72,18,14,12,489,2019,21108,1,,,,,,,,,,
14,42,14,72,18,14,12,489,2020,7826,1,,,,,,,,,,
14,42,14,72,18,14,12,489,2021,22063,1,,,,,,,,,,
14,42,14,57,18,14,12,599,2018,0,1,,,,,,,,,,
14,42,14,57,18,14,12,599,2019,21108,1,,,,,,,,,,
14,42,14,57,18,14,12,599,2020,7826,1,,,,,,,,,,
14,42,14,57,18,14,12,599,2021,22063,1,,,,,,,,,,
14,42,14,62,18,14,12,599,2018,0,1,,,,,,,,,,
14,42,14,62,18,14,12,599,2019,21108,1,,,,,,,,,,
14,42,14,62,18,14,12,599,2020,7826,1,,,,,,,,,,
14,42,14,62,18,14,12,599,2021,22063,1,,,,,,,,,,
14,42,14,72,18,14,12,599,2018,0,1,,,,,,,,,,
14,42,14,72,18,14,12,599,2019,21108,1,,,,,,,,,,
14,42,14,72,18,14,12,599,2020,7826,1,,,,,,,,,,
14,42,14,72,18,14,12,599,2021,22063,1,,,,,,,,,,
14,42,15,55,22,11,11,76,2019,0,1,,,,,,,,,,
14,42,12,42,22,11,13,189,2019,0,1,,,,,,,,,,
14,42,10,75,22,11,12,491,2018,48000,1,,,,,,,,,,
14,42,10,86,22,11,13,579,2018,111943,1,,,,,,,,,,
14,42,12,44,22,19,13,334,2020,0,1,,,,,,,,,,
14,42,12,44,22,19,13,334,2021,0,1,,,,,,,,,,
14,42,11,23,22,19,13,548,2019,0,1,,,,,,,,,,
14,42,10,58,26,13,12,536,2019,29439,3,,,,,,,,,,
14,42,10,58,26,13,12,536,2020,24723,3,,,,,,,,,,
14,42,10,58,26,13,12,536,2021,0,3,,,,,,,,,,
14,42,11,33,26,13,12,536,2018,40076,4,,,,,,,,,,
14,42,14,24,26,13,12,536,2018,40076,4,,,,,,,,,,
14,42,14,57,26,13,12,536,2019,29439,3,,,,,,,,,,
14,42,14,57,26,13,12,536,2020,24723,3,,,,,,,,,,
14,42,14,57,26,13,12,536,2021,0,3,,,,,,,,,,
14,42,14,62,26,13,12,536,2018,40076,4,,,,,,,,,,
14,42,14,62,26,13,12,536,2019,29439,3,,,,,,,,,,
14,42,14,62,26,13,12,536,2020,24723,3,,,,,,,,,,
14,42,14,62,26,13,12,536,2021,0,3,,,,,,,,,,
14,42,15,14,26,13,12,536,2019,29439,3,,,,,,,,,,
14,42,15,14,26,13,12,536,2020,24723,3,,,,,,,,,,
14,42,15,14,26,13,12,536,2021,0,3,,,,,,,,,,
14,42,14,37,26,14,13,132,2018,210000,1,,,,,,,,,,
14,42,14,93,26,14,12,507,2019,0,1,,,,,,,,,,
14,42,10,41,26,15,12,38,2018,17510,1,,,,,,,,,,
14,42,15,53,26,15,12,143,2018,175874,4,,,,,,,,,,
14,42,15,14,26,16,13,522,2019,1471728,4,,,,,,,,,,
14,42,15,14,26,16,13,522,2020,1323992,4,,,,,,,,,,
14,42,14,57,26,21,12,115,2021,52348,1,,,,,,,,,,
14,42,14,37,26,21,13,529,2020,0,1,,,,,,,,,,
14,42,14,37,26,21,13,529,2021,0,1,,,,,,,,,,
14,42,15,53,27,13,12,67,2018,24500,1,,,,,,,,,,
14,42,14,57,27,14,12,15,2018,444444,1,,,,,,,,,,
14,42,14,57,27,14,12,15,2019,1277778,1,,,,,,,,,,
14,42,14,57,27,14,12,15,2020,1944444,1,,,,,,,,,,
14,42,14,57,27,14,12,15,2021,1638889,1,,,,,,,,,,
14,42,14,62,27,14,12,15,2018,444444,1,,,,,,,,,,
14,42,14,62,27,14,12,15,2019,1277778,1,,,,,,,,,,
14,42,14,62,27,14,12,15,2020,1944444,1,,,,,,,,,,
14,42,14,62,27,14,12,15,2021,1638889,1,,,,,,,,,,
14,42,14,72,27,14,12,15,2018,444444,1,,,,,,,,,,
14,42,14,72,27,14,12,15,2019,1277778,1,,,,,,,,,,
14,42,14,72,27,14,12,15,2020,1944444,1,,,,,,,,,,
14,42,14,72,27,14,12,15,2021,1638889,1,,,,,,,,,,
14,42,14,57,27,14,12,134,2018,444444,1,,,,,,,,,,
14,42,14,57,27,14,12,134,2019,1277778,1,,,,,,,,,,
14,42,14,57,27,14,12,134,2020,1944444,1,,,,,,,,,,
14,42,14,57,27,14,12,134,2021,1638889,1,,,,,,,,,,
14,42,14,62,27,14,12,134,2018,444444,1,,,,,,,,,,
14,42,14,62,27,14,12,134,2019,1277778,1,,,,,,,,,,
14,42,14,62,27,14,12,134,2020,1944444,1,,,,,,,,,,
14,42,14,62,27,14,12,134,2021,1638889,1,,,,,,,,,,
14,42,14,72,27,14,12,134,2018,444444,1,,,,,,,,,,
14,42,14,72,27,14,12,134,2019,1277778,1,,,,,,,,,,
14,42,14,72,27,14,12,134,2020,1944444,1,,,,,,,,,,
14,42,14,72,27,14,12,134,2021,1638889,1,,,,,,,,,,
14,42,14,57,27,14,12,375,2018,444444,1,,,,,,,,,,
14,42,14,57,27,14,12,375,2019,1277778,1,,,,,,,,,,
14,42,14,57,27,14,12,375,2020,1944444,1,,,,,,,,,,
14,42,14,57,27,14,12,375,2021,1638889,1,,,,,,,,,,
14,42,14,62,27,14,12,375,2018,444444,1,,,,,,,,,,
14,42,14,62,27,14,12,375,2019,1277778,1,,,,,,,,,,
14,42,14,62,27,14,12,375,2020,1944444,1,,,,,,,,,,
14,42,14,62,27,14,12,375,2021,1638889,1,,,,,,,,,,
14,42,14,72,27,14,12,375,2018,444444,1,,,,,,,,,,
14,42,14,72,27,14,12,375,2019,1277778,1,,,,,,,,,,
14,42,14,72,27,14,12,375,2020,1944444,1,,,,,,,,,,
14,42,14,72,27,14,12,375,2021,1638889,1,,,,,,,,,,
14,42,14,57,27,14,12,478,2018,444444,1,,,,,,,,,,
14,42,14,57,27,14,12,478,2019,1277778,1,,,,,,,,,,
14,42,14,57,27,14,12,478,2020,1944444,1,,,,,,,,,,
14,42,14,57,27,14,12,478,2021,1638889,1,,,,,,,,,,
14,42,14,62,27,14,12,478,2018,444444,1,,,,,,,,,,
14,42,14,62,27,14,12,478,2019,1277778,1,,,,,,,,,,
14,42,14,62,27,14,12,478,2020,1944444,1,,,,,,,,,,
14,42,14,62,27,14,12,478,2021,1638889,1,,,,,,,,,,
14,42,14,72,27,14,12,478,2018,444444,1,,,,,,,,,,
14,42,14,72,27,14,12,478,2019,1277778,1,,,,,,,,,,
14,42,14,72,27,14,12,478,2020,1944444,1,,,,,,,,,,
14,42,14,72,27,14,12,478,2021,1638889,1,,,,,,,,,,
14,42,14,57,27,14,12,489,2018,444444,1,,,,,,,,,,
14,42,14,57,27,14,12,489,2019,1277778,1,,,,,,,,,,
14,42,14,57,27,14,12,489,2020,1944444,1,,,,,,,,,,
14,42,14,57,27,14,12,489,2021,1638889,1,,,,,,,,,,
14,42,14,62,27,14,12,489,2018,444444,1,,,,,,,,,,
14,42,14,62,27,14,12,489,2019,1277778,1,,,,,,,,,,
14,42,14,62,27,14,12,489,2020,1944444,1,,,,,,,,,,
14,42,14,62,27,14,12,489,2021,1638889,1,,,,,,,,,,
14,42,14,72,27,14,12,489,2018,444444,1,,,,,,,,,,
14,42,14,72,27,14,12,489,2019,1277778,1,,,,,,,,,,
14,42,14,72,27,14,12,489,2020,1944444,1,,,,,,,,,,
14,42,14,72,27,14,12,489,2021,1638889,1,,,,,,,,,,
14,42,14,62,27,14,12,536,2021,25030,5,,,,,,,,,,
14,42,14,57,27,14,12,599,2018,444444,1,,,,,,,,,,
14,42,14,57,27,14,12,599,2019,1277778,1,,,,,,,,,,
14,42,14,57,27,14,12,599,2020,1944444,1,,,,,,,,,,
14,42,14,57,27,14,12,599,2021,1638889,1,,,,,,,,,,
14,42,14,62,27,14,12,599,2018,444444,1,,,,,,,,,,
14,42,14,62,27,14,12,599,2019,1277778,1,,,,,,,,,,
14,42,14,62,27,14,12,599,2020,1944444,1,,,,,,,,,,
14,42,14,62,27,14,12,599,2021,1638889,1,,,,,,,,,,
14,42,14,72,27,14,12,599,2018,444444,1,,,,,,,,,,
14,42,14,72,27,14,12,599,2019,1277778,1,,,,,,,,,,
14,42,14,72,27,14,12,599,2020,1944444,1,,,,,,,,,,
14,42,14,72,27,14,12,599,2021,1638889,1,,,,,,,,,,
14,42,13,66,27,19,13,434,2018,0,1,,,,,,,,,,
14,42,11,21,27,20,12,464,2019,138505,5,,,,,,,,,,
14,42,11,21,27,20,12,464,2020,698281,11,,,,,,,,,,
14,42,11,21,27,20,12,464,2021,27500,5,,,,,,,,,,
14,42,10,18,27,20,12,478,2021,29452,2,,,,,,,,,,
14,42,14,62,27,20,12,478,2021,29452,2,,,,,,,,,,
14,42,12,44,27,20,12,584,2020,565,1,,,,,,,,,,
14,42,12,44,27,20,12,584,2021,0,1,,,,,,,,,,
14,42,12,44,27,20,12,584,2022,0,1,,,,,,,,,,
14,42,12,44,27,20,12,595,2018,2092,2,,,,,,,,,,
14,42,12,44,27,20,12,595,2019,10524,2,,,,,,,,,,
14,42,12,44,27,21,13,21,2018,20000,1,,,,,,,,,,
14,42,14,57,27,21,12,81,2019,25000,1,,,,,,,,,,
14,42,14,62,27,21,12,81,2019,25000,1,,,,,,,,,,
14,42,10,18,27,21,12,92,2018,45139,1,,,,,,,,,,
14,42,10,18,27,21,12,92,2019,53622,1,,,,,,,,,,
14,42,10,18,27,21,12,92,2020,46298,1,,,,,,,,,,
14,42,10,18,27,21,12,92,2021,75654,1,,,,,,,,,,
14,42,10,18,27,21,12,92,2022,0,1,,,,,,,,,,
14,42,15,68,27,21,12,92,2018,45139,1,,,,,,,,,,
14,42,15,68,27,21,12,92,2019,53622,1,,,,,,,,,,
14,42,15,68,27,21,12,92,2020,46298,1,,,,,,,,,,
14,42,15,68,27,21,12,92,2021,75654,1,,,,,,,,,,
14,42,15,68,27,21,12,92,2022,0,1,,,,,,,,,,
14,42,12,44,27,21,12,255,2018,48996,1,,,,,,,,,,
14,42,12,44,27,21,12,255,2019,5444,1,,,,,,,,,,
14,42,12,44,27,21,12,311,2018,351400,2,,,,,,,,,,
14,42,12,44,27,21,12,311,2019,4380,1,,,,,,,,,,
14,42,15,14,27,21,12,311,2018,7342,1,,,,,,,,,,
14,42,15,50,27,21,12,311,2018,7342,2,,,,,,,,,,
14,42,15,50,27,21,12,311,2019,4380,1,,,,,,,,,,
14,42,12,44,27,21,12,256,2018,48996,1,,,,,,,,,,
14,42,12,44,27,21,12,256,2019,5444,1,,,,,,,,,,
14,42,15,14,27,21,12,369,2018,7342,1,,,,,,,,,,
14,42,15,50,27,21,12,369,2018,7342,1,,,,,,,,,,
14,42,12,80,27,21,12,406,2020,20000,1,,,,,,,,,,
14,42,14,62,27,21,12,456,2018,891,1,,,,,,,,,,
14,42,14,62,27,21,12,456,2019,0,1,,,,,,,,,,
14,42,10,29,27,21,12,489,2018,598543,11,,,,,,,,,,
14,42,14,32,27,21,12,489,2018,598543,11,,,,,,,,,,
14,42,14,57,27,21,12,489,2018,598543,11,,,,,,,,,,
14,42,14,62,27,21,12,489,2018,598543,11,,,,,,,,,,
14,42,12,44,27,21,12,560,2019,41884,4,,,,,,,,,,
14,42,12,44,27,21,12,560,2020,86636,4,,,,,,,,,,
14,42,12,44,27,21,12,560,2021,465580,4,,,,,,,,,,
14,42,12,44,27,21,12,560,2022,0,4,,,,,,,,,,
14,42,15,14,28,19,11,563,2020,214997,2,,,,,,,,,,
14,42,15,50,28,19,11,563,2020,34000,1,,,,,,,,,,
14,42,15,68,28,19,11,563,2020,10000,1,,,,,,,,,,
14,42,15,50,28,19,11,564,2020,34000,1,,,,,,,,,,
14,42,14,37,34,13,12,470,2018,56058,1,,,,,,,,,,
14,42,14,47,34,13,12,470,2018,0,1,,,,,,,,,,
14,42,14,37,34,14,12,470,2018,35920,1,,,,,,,,,,
14,42,14,47,34,14,12,470,2018,0,2,,,,,,,,,,
14,42,10,29,34,21,12,88,2018,0,5,,,,,,,,,,
14,42,10,29,34,21,12,88,2019,29565,5,,,,,,,,,,
14,42,10,29,34,21,12,88,2020,45925,5,,,,,,,,,,
14,42,10,29,34,21,12,88,2021,54255,5,,,,,,,,,,
14,42,10,29,34,21,12,88,2022,41110,5,,,,,,,,,,
14,42,10,84,34,21,12,88,2018,0,5,,,,,,,,,,
14,42,10,84,34,21,12,88,2019,29565,5,,,,,,,,,,
14,42,10,84,34,21,12,88,2020,45925,5,,,,,,,,,,
14,42,10,84,34,21,12,88,2021,54255,5,,,,,,,,,,
14,42,10,84,34,21,12,88,2022,41110,5,,,,,,,,,,
14,42,14,81,34,21,12,95,2018,0,1,,,,,,,,,,
14,42,10,29,34,21,11,181,2018,0,5,,,,,,,,,,
14,42,10,29,34,21,11,181,2019,29565,5,,,,,,,,,,
14,42,10,29,34,21,11,181,2020,45925,5,,,,,,,,,,
14,42,10,29,34,21,11,181,2021,54255,5,,,,,,,,,,
14,42,10,29,34,21,11,181,2022,41110,5,,,,,,,,,,
14,42,10,84,34,21,11,181,2018,0,5,,,,,,,,,,
14,42,10,84,34,21,11,181,2019,29565,5,,,,,,,,,,
14,42,10,84,34,21,11,181,2020,45925,5,,,,,,,,,,
14,42,10,84,34,21,11,181,2021,54255,5,,,,,,,,,,
14,42,10,84,34,21,11,181,2022,41110,5,,,,,,,,,,
14,42,14,37,34,21,12,217,2018,13860,1,,,,,,,,,,
14,42,14,37,34,21,12,217,2019,42232,2,,,,,,,,,,
14,42,14,37,34,21,12,217,2020,43861,1,,,,,,,,,,
14,42,14,37,34,21,12,217,2021,40000,1,,,,,,,,,,
14,42,15,51,34,21,12,217,2018,13860,1,,,,,,,,,,
14,42,15,51,34,21,12,217,2019,42232,2,,,,,,,,,,
14,42,15,51,34,21,12,217,2020,43861,1,,,,,,,,,,
14,42,15,51,34,21,12,217,2021,40000,1,,,,,,,,,,
14,42,10,29,34,21,13,428,2018,0,5,,,,,,,,,,
14,42,10,29,34,21,13,428,2019,29565,5,,,,,,,,,,
14,42,10,29,34,21,13,428,2020,45925,5,,,,,,,,,,
14,42,10,29,34,21,13,428,2021,54255,5,,,,,,,,,,
14,42,10,29,34,21,13,428,2022,41110,5,,,,,,,,,,
14,42,10,84,34,21,13,428,2018,0,5,,,,,,,,,,
14,42,10,84,34,21,13,428,2019,29565,5,,,,,,,,,,
14,42,10,84,34,21,13,428,2020,45925,5,,,,,,,,,,
14,42,10,84,34,21,13,428,2021,54255,5,,,,,,,,,,
14,42,10,84,34,21,13,428,2022,41110,5,,,,,,,,,,
14,42,14,37,34,21,12,470,2018,64648,1,,,,,,,,,,
14,42,14,47,34,21,12,470,2018,52212,1,,,,,,,,,,
14,42,14,57,34,21,12,477,2018,9530,1,,,,,,,,,,
14,42,14,57,34,21,12,477,2019,10719,1,,,,,,,,,,
14,42,14,57,34,21,12,477,2020,10173,1,,,,,,,,,,
14,42,14,57,34,21,12,477,2021,7893,1,,,,,,,,,,
14,42,14,81,34,21,12,477,2018,9530,1,,,,,,,,,,
14,42,14,81,34,21,12,477,2019,10719,1,,,,,,,,,,
14,42,14,81,34,21,12,477,2020,10173,1,,,,,,,,,,
14,42,14,81,34,21,12,477,2021,7893,1,,,,,,,,,,
14,42,15,50,34,21,12,477,2018,9530,1,,,,,,,,,,
14,42,15,50,34,21,12,477,2019,10719,1,,,,,,,,,,
14,42,15,50,34,21,12,477,2020,10173,1,,,,,,,,,,
14,42,15,50,34,21,12,477,2021,7893,1,,,,,,,,,,
14,42,14,57,35,14,12,15,2018,0,1,,,,,,,,,,
14,42,14,57,35,14,12,15,2019,178635,1,,,,,,,,,,
14,42,14,57,35,14,12,15,2020,0,1,,,,,,,,,,
14,42,14,57,35,14,12,15,2021,0,1,,,,,,,,,,
14,42,14,62,35,14,12,15,2018,0,1,,,,,,,,,,
14,42,14,62,35,14,12,15,2019,178635,1,,,,,,,,,,
14,42,14,62,35,14,12,15,2020,0,1,,,,,,,,,,
14,42,14,62,35,14,12,15,2021,0,1,,,,,,,,,,
14,42,14,72,35,14,12,15,2018,0,1,,,,,,,,,,
14,42,14,72,35,14,12,15,2019,178635,1,,,,,,,,,,
14,42,14,72,35,14,12,15,2020,0,1,,,,,,,,,,
14,42,14,72,35,14,12,15,2021,0,1,,,,,,,,,,
14,42,14,16,35,14,13,26,2019,4000,1,,,,,,,,,,
14,42,14,57,35,14,12,134,2018,0,1,,,,,,,,,,
14,42,14,57,35,14,12,134,2019,178635,1,,,,,,,,,,
14,42,14,57,35,14,12,134,2020,0,1,,,,,,,,,,
14,42,14,57,35,14,12,134,2021,0,1,,,,,,,,,,
14,42,14,62,35,14,12,134,2018,0,1,,,,,,,,,,
14,42,14,62,35,14,12,134,2019,178635,1,,,,,,,,,,
14,42,14,62,35,14,12,134,2020,0,1,,,,,,,,,,
14,42,14,62,35,14,12,134,2021,0,1,,,,,,,,,,
14,42,14,72,35,14,12,134,2018,0,1,,,,,,,,,,
14,42,14,72,35,14,12,134,2019,178635,1,,,,,,,,,,
14,42,14,72,35,14,12,134,2020,0,1,,,,,,,,,,
14,42,14,72,35,14,12,134,2021,0,1,,,,,,,,,,
14,42,14,57,35,14,12,375,2018,0,1,,,,,,,,,,
14,42,14,57,35,14,12,375,2019,178635,1,,,,,,,,,,
14,42,14,57,35,14,12,375,2020,0,1,,,,,,,,,,
14,42,14,57,35,14,12,375,2021,0,1,,,,,,,,,,
14,42,14,62,35,14,12,375,2018,0,1,,,,,,,,,,
14,42,14,62,35,14,12,375,2019,178635,1,,,,,,,,,,
14,42,14,62,35,14,12,375,2020,0,1,,,,,,,,,,
14,42,14,62,35,14,12,375,2021,0,1,,,,,,,,,,
14,42,14,72,35,14,12,375,2018,0,1,,,,,,,,,,
14,42,14,72,35,14,12,375,2019,178635,1,,,,,,,,,,
14,42,14,72,35,14,12,375,2020,0,1,,,,,,,,,,
14,42,14,72,35,14,12,375,2021,0,1,,,,,,,,,,
14,42,14,57,35,14,12,478,2018,0,1,,,,,,,,,,
14,42,14,57,35,14,12,478,2019,178635,1,,,,,,,,,,
14,42,14,57,35,14,12,478,2020,0,1,,,,,,,,,,
14,42,14,57,35,14,12,478,2021,0,1,,,,,,,,,,
14,42,14,62,35,14,12,478,2018,0,1,,,,,,,,,,
14,42,14,62,35,14,12,478,2019,178635,1,,,,,,,,,,
14,42,14,62,35,14,12,478,2020,0,1,,,,,,,,,,
14,42,14,62,35,14,12,478,2021,0,1,,,,,,,,,,
14,42,14,72,35,14,12,478,2018,0,1,,,,,,,,,,
14,42,14,72,35,14,12,478,2019,178635,1,,,,,,,,,,
14,42,14,72,35,14,12,478,2020,0,1,,,,,,,,,,
14,42,14,72,35,14,12,478,2021,0,1,,,,,,,,,,
14,42,14,57,35,14,12,489,2018,0,1,,,,,,,,,,
14,42,14,57,35,14,12,489,2019,178635,1,,,,,,,,,,
14,42,14,57,35,14,12,489,2020,0,1,,,,,,,,,,
14,42,14,57,35,14,12,489,2021,0,1,,,,,,,,,,
14,42,14,62,35,14,12,489,2018,0,1,,,,,,,,,,
14,42,14,62,35,14,12,489,2019,178635,1,,,,,,,,,,
14,42,14,62,35,14,12,489,2020,0,1,,,,,,,,,,
14,42,14,62,35,14,12,489,2021,0,1,,,,,,,,,,
14,42,14,72,35,14,12,489,2018,0,1,,,,,,,,,,
14,42,14,72,35,14,12,489,2019,178635,1,,,,,,,,,,
14,42,14,72,35,14,12,489,2020,0,1,,,,,,,,,,
14,42,14,72,35,14,12,489,2021,0,1,,,,,,,,,,
14,42,14,57,35,14,12,599,2018,0,1,,,,,,,,,,
14,42,14,57,35,14,12,599,2019,178635,1,,,,,,,,,,
14,42,14,57,35,14,12,599,2020,0,1,,,,,,,,,,
14,42,14,57,35,14,12,599,2021,0,1,,,,,,,,,,
14,42,14,62,35,14,12,599,2018,0,1,,,,,,,,,,
14,42,14,62,35,14,12,599,2019,178635,1,,,,,,,,,,
14,42,14,62,35,14,12,599,2020,0,1,,,,,,,,,,
14,42,14,62,35,14,12,599,2021,0,1,,,,,,,,,,
14,42,14,72,35,14,12,599,2018,0,1,,,,,,,,,,
14,42,14,72,35,14,12,599,2019,178635,1,,,,,,,,,,
14,42,14,72,35,14,12,599,2020,0,1,,,,,,,,,,
14,42,14,72,35,14,12,599,2021,0,1,,,,,,,,,,
14,42,12,64,39,21,12,231,2020,74300,2,,,,,,,,,,
14,42,12,64,39,21,12,231,2021,58000,2,,,,,,,,,,
14,42,12,64,39,21,12,231,2022,0,2,,,,,,,,,,
14,42,14,47,39,21,12,231,2018,39999,3,,,,,,,,,,
14,42,14,47,39,21,12,231,2019,50799,3,,,,,,,,,,
14,42,14,47,39,21,12,231,2020,0,3,,,,,,,,,,
14,42,14,32,42,19,11,473,2018,15200,1,,,,,,,,,,
14,42,15,14,42,19,11,473,2018,38400,3,,,,,,,,,,
14,42,15,14,42,19,11,473,2019,3000,1,,,,,,,,,,
14,42,14,62,43,19,12,67,2021,0,3,,,,,,,,,,
14,42,14,34,43,19,13,109,2018,32500,2,,,,,,,,,,
14,42,14,37,43,19,13,132,2018,0,1,,,,,,,,,,
14,42,14,37,43,19,13,132,2019,0,1,,,,,,,,,,
14,42,14,72,43,19,12,247,2021,399550,5,,,,,,,,,,
14,42,14,34,43,19,13,431,2018,32500,2,,,,,,,,,,
14,42,13,66,43,19,13,434,2018,119884,1,,,,,,,,,,
14,42,14,37,43,19,13,434,2018,0,1,,,,,,,,,,
14,42,14,37,43,19,13,434,2019,0,1,,,,,,,,,,
14,42,15,52,43,19,13,434,2018,7900,1,,,,,,,,,,
14,42,15,52,43,19,13,434,2019,2000,1,,,,,,,,,,
14,42,15,52,43,19,13,434,2020,2500,1,,,,,,,,,,
14,42,14,34,43,19,13,454,2018,32500,2,,,,,,,,,,
14,42,10,77,43,19,11,474,2019,11629,1,,,,,,,,,,
14,42,10,77,43,19,11,474,2020,8338,1,,,,,,,,,,
14,42,10,77,43,19,11,474,2021,0,1,,,,,,,,,,
14,42,10,77,43,19,11,474,2022,0,1,,,,,,,,,,
14,42,12,44,43,19,11,474,2019,11629,1,,,,,,,,,,
14,42,12,44,43,19,11,474,2020,8338,1,,,,,,,,,,
14,42,12,44,43,19,11,474,2021,0,1,,,,,,,,,,
14,42,12,44,43,19,11,474,2022,0,1,,,,,,,,,,
14,42,11,21,43,19,11,476,2018,7914,1,,,,,,,,,,
14,42,11,21,43,19,11,476,2019,0,1,,,,,,,,,,
14,42,11,61,43,19,11,476,2018,7914,1,,,,,,,,,,
14,42,11,61,43,19,11,476,2019,0,1,,,,,,,,,,
14,42,14,37,43,19,11,476,2018,3977,1,,,,,,,,,,
14,42,14,37,43,19,11,476,2019,0,1,,,,,,,,,,
14,42,14,62,43,19,11,476,2018,3977,1,,,,,,,,,,
14,42,14,62,43,19,11,476,2019,0,1,,,,,,,,,,
14,42,15,39,43,19,12,478,2018,43064,8,,,,,,,,,,
14,42,15,39,43,19,12,478,2019,108632,8,,,,,,,,,,
14,42,15,39,43,19,12,478,2020,147824,8,,,,,,,,,,
14,42,15,39,43,19,12,478,2021,194616,8,,,,,,,,,,
14,42,15,55,43,19,11,480,2018,0,1,,,,,,,,,,
14,42,14,34,43,19,13,490,2018,32500,2,,,,,,,,,,
14,42,15,52,43,19,11,563,2018,7900,1,,,,,,,,,,
14,42,15,52,43,19,11,563,2019,2000,1,,,,,,,,,,
14,42,15,52,43,19,11,563,2020,2500,1,,,,,,,,,,
14,42,12,44,44,20,12,255,2020,344642,1,,,,,,,,,,
14,42,12,44,44,20,12,255,2021,4324,1,,,,,,,,,,
14,42,14,38,44,21,12,292,2018,50012,1,,,,,,,,,,
14,42,14,38,44,21,12,292,2019,57858,1,,,,,,,,,,
14,42,14,38,44,21,12,292,2020,39000,1,,,,,,,,,,
14,42,14,62,44,21,12,292,2018,50012,1,,,,,,,,,,
14,42,14,62,44,21,12,292,2019,57858,1,,,,,,,,,,
14,42,14,62,44,21,12,292,2020,39000,1,,,,,,,,,,
14,42,12,44,45,21,12,46,2018,625,1,,,,,,,,,,
14,42,14,62,45,21,12,46,2018,625,1,,,,,,,,,,
14,42,14,30,45,21,12,177,2021,4859,1,,,,,,,,,,
14,42,14,30,45,21,12,487,2021,4859,1,,,,,,,,,,
14,42,14,30,45,21,12,531,2021,4859,1,,,,,,,,,,
14,42,12,44,45,21,12,539,2018,6354,1,,,,,,,,,,
14,42,12,44,45,21,12,539,2019,3579,1,,,,,,,,,,
14,42,14,62,45,21,12,539,2018,6354,1,,,,,,,,,,
14,42,14,62,45,21,12,539,2019,3579,1,,,,,,,,,,
14,42,12,44,47,20,12,601,2021,7500,1,,,,,,,,,,
14,42,11,23,49,24,12,514,2018,5500,1,,,,,,,,,,
14,42,14,37,50,14,11,19,2020,1323,1,,,,,,,,,,
14,42,14,62,50,14,11,19,2020,1323,1,,,,,,,,,,
14,42,14,37,50,14,13,348,2020,1323,1,,,,,,,,,,
14,42,14,62,50,14,13,348,2020,1323,1,,,,,,,,,,
14,42,14,62,53,20,12,508,2019,1694,1,,,,,,,,,,
14,42,14,62,53,20,12,514,2019,1694,1,,,,,,,,,,
14,42,12,11,53,21,12,601,2020,12479,1,,,,,,,,,,
14,42,12,11,53,21,12,601,2021,3521,1,,,,,,,,,,
14,42,10,29,55,19,12,88,2018,226675,5,,,,,,,,,,
14,42,10,29,55,19,12,88,2019,188895,5,,,,,,,,,,
14,42,10,29,55,19,12,88,2020,184865,5,,,,,,,,,,
14,42,10,29,55,19,12,88,2021,286220,5,,,,,,,,,,
14,42,10,29,55,19,12,88,2022,0,5,,,,,,,,,,
14,42,10,84,55,19,12,88,2018,226675,5,,,,,,,,,,
14,42,10,84,55,19,12,88,2019,188895,5,,,,,,,,,,
14,42,10,84,55,19,12,88,2020,184865,5,,,,,,,,,,
14,42,10,84,55,19,12,88,2021,286220,5,,,,,,,,,,
