n1,n2,n3,n4,n5,n6,n7,n8,Anio,Desembolso,Numero,,,,,,,,,,
12,20,10,29,16,21,12,166,2018,65680,2,,,,,,,,,,
12,20,10,29,16,21,12,166,2019,77792,2,,,,,,,,,,
12,20,10,29,16,21,12,166,2020,59718,2,,,,,,,,,,
12,20,10,29,16,21,12,166,2021,41852,1,,,,,,,,,,
12,20,12,44,16,21,12,500,2018,0,3,,,,,,,,,,
12,20,12,44,16,21,12,500,2019,0,3,,,,,,,,,,
12,20,10,29,16,21,12,502,2018,29870,2,,,,,,,,,,
12,20,10,29,16,21,12,502,2019,29800,2,,,,,,,,,,
12,20,10,29,16,21,12,502,2020,26050,2,,,,,,,,,,
12,20,10,29,16,21,12,502,2021,18361,1,,,,,,,,,,
12,20,10,29,16,21,12,515,2021,67953,3,,,,,,,,,,
12,20,10,29,16,21,12,562,2018,469965,5,,,,,,,,,,
12,20,10,29,16,21,12,562,2019,547735,5,,,,,,,,,,
12,20,10,29,16,21,12,562,2020,481170,5,,,,,,,,,,
12,20,10,29,16,21,12,562,2021,596895,5,,,,,,,,,,
12,20,10,29,16,21,12,574,2018,65680,2,,,,,,,,,,
12,20,10,29,16,21,12,574,2019,77792,2,,,,,,,,,,
12,20,10,29,16,21,12,574,2020,59718,2,,,,,,,,,,
12,20,10,29,16,21,12,574,2021,41852,1,,,,,,,,,,
12,20,10,29,16,21,12,570,2018,19676,1,,,,,,,,,,
12,20,10,29,16,21,12,570,2019,63265,1,,,,,,,,,,
12,20,10,29,16,21,12,570,2020,69579,1,,,,,,,,,,
12,20,12,80,17,14,11,17,2018,0,8,,,,,,,,,,
12,20,12,80,17,14,11,17,2019,0,8,,,,,,,,,,
12,20,12,80,17,14,11,17,2020,0,8,,,,,,,,,,
12,20,12,80,17,14,11,17,2021,0,8,,,,,,,,,,
12,20,12,80,17,14,11,25,2018,0,8,,,,,,,,,,
12,20,12,80,17,14,11,25,2019,0,8,,,,,,,,,,
12,20,12,80,17,14,11,25,2020,0,8,,,,,,,,,,
12,20,12,80,17,14,11,25,2021,0,8,,,,,,,,,,
12,20,12,80,17,14,11,72,2018,0,8,,,,,,,,,,
12,20,12,80,17,14,11,72,2019,0,8,,,,,,,,,,
12,20,12,80,17,14,11,72,2020,0,8,,,,,,,,,,
12,20,12,80,17,14,11,72,2021,0,8,,,,,,,,,,
12,20,12,80,17,14,12,218,2018,0,8,,,,,,,,,,
12,20,12,80,17,14,12,218,2019,0,8,,,,,,,,,,
12,20,12,80,17,14,12,218,2020,0,8,,,,,,,,,,
12,20,12,80,17,14,12,218,2021,0,8,,,,,,,,,,
12,20,10,29,17,14,13,428,2018,0,2,,,,,,,,,,
12,20,10,29,17,14,13,428,2019,0,2,,,,,,,,,,
12,20,12,80,17,14,13,453,2018,0,16,,,,,,,,,,
12,20,12,80,17,14,13,453,2019,0,16,,,,,,,,,,
12,20,12,80,17,14,13,453,2020,0,16,,,,,,,,,,
12,20,12,80,17,14,13,453,2021,0,16,,,,,,,,,,
12,20,14,57,18,16,12,81,2021,38884,4,,,,,,,,,,
12,20,14,62,18,16,12,81,2021,38884,4,,,,,,,,,,
12,20,14,81,18,16,12,81,2021,38884,4,,,,,,,,,,
12,20,10,29,18,20,12,309,2021,19621,1,,,,,,,,,,
12,20,10,29,18,20,12,309,2022,0,1,,,,,,,,,,
12,20,10,29,18,20,12,515,2021,19621,1,,,,,,,,,,
12,20,10,29,18,20,12,515,2022,0,1,,,,,,,,,,
12,20,12,44,18,20,12,601,2019,11300,1,,,,,,,,,,
12,20,14,81,20,14,13,449,2018,51900000,1,,,,,,,,,,
12,20,12,44,20,22,12,255,2018,19642,1,,,,,,,,,,
12,20,12,44,20,22,12,255,2019,19642,1,,,,,,,,,,
12,20,12,44,20,22,12,255,2020,0,1,,,,,,,,,,
12,20,12,44,20,22,12,255,2021,0,1,,,,,,,,,,
12,20,12,80,22,11,11,17,2018,0,8,,,,,,,,,,
12,20,12,80,22,11,11,17,2019,0,8,,,,,,,,,,
12,20,12,80,22,11,11,17,2020,0,8,,,,,,,,,,
12,20,12,80,22,11,11,17,2021,0,8,,,,,,,,,,
12,20,12,80,22,11,11,25,2018,0,8,,,,,,,,,,
12,20,12,80,22,11,11,25,2019,0,8,,,,,,,,,,
12,20,12,80,22,11,11,25,2020,0,8,,,,,,,,,,
12,20,12,80,22,11,11,25,2021,0,8,,,,,,,,,,
12,20,10,58,22,11,12,44,2018,15000,1,,,,,,,,,,
12,20,12,80,22,11,11,72,2018,0,8,,,,,,,,,,
12,20,12,80,22,11,11,72,2019,0,8,,,,,,,,,,
12,20,12,80,22,11,11,72,2020,0,8,,,,,,,,,,
12,20,12,80,22,11,11,72,2021,0,8,,,,,,,,,,
12,20,12,80,22,11,12,218,2018,0,8,,,,,,,,,,
12,20,12,80,22,11,12,218,2019,0,8,,,,,,,,,,
12,20,12,80,22,11,12,218,2020,0,8,,,,,,,,,,
12,20,12,80,22,11,12,218,2021,0,8,,,,,,,,,,
12,20,10,29,22,11,13,366,2019,0,1,,,,,,,,,,
12,20,12,40,22,11,13,453,2018,23992,8,,,,,,,,,,
12,20,12,40,22,11,13,453,2019,0,8,,,,,,,,,,
12,20,12,40,22,11,13,453,2020,0,8,,,,,,,,,,
12,20,12,40,22,11,13,453,2021,0,8,,,,,,,,,,
12,20,12,80,22,11,13,453,2018,0,16,,,,,,,,,,
12,20,12,80,22,11,13,453,2019,0,16,,,,,,,,,,
12,20,12,80,22,11,13,453,2020,0,16,,,,,,,,,,
12,20,12,80,22,11,13,453,2021,0,16,,,,,,,,,,
12,20,10,18,22,19,12,45,2020,44800,1,,,,,,,,,,
12,20,10,28,22,19,13,130,2020,0,1,,,,,,,,,,
12,20,10,28,22,19,13,130,2021,0,1,,,,,,,,,,
12,20,14,62,22,19,12,158,2021,0,1,,,,,,,,,,
12,20,14,93,22,19,12,158,2020,40000,1,,,,,,,,,,
12,20,15,14,22,19,12,158,2021,0,1,,,,,,,,,,
12,20,12,42,22,19,13,450,2021,84000,1,,,,,,,,,,
12,20,12,44,25,10,12,135,2021,8000,1,,,,,,,,,,
12,20,10,84,26,14,12,32,2018,46197,1,,,,,,,,,,
12,20,10,84,26,14,12,32,2019,29919,1,,,,,,,,,,
12,20,14,48,26,14,12,32,2018,46197,1,,,,,,,,,,
12,20,14,48,26,14,12,32,2019,29919,1,,,,,,,,,,
12,20,10,77,26,14,12,64,2018,22415,2,,,,,,,,,,
12,20,12,56,26,14,12,64,2018,22415,2,,,,,,,,,,
12,20,14,47,26,14,12,156,2022,54956,11,,,,,,,,,,
12,20,14,62,26,14,12,156,2022,54956,11,,,,,,,,,,
12,20,10,58,26,14,12,224,2020,868000,1,,,,,,,,,,
12,20,10,29,26,14,12,257,2018,215676,3,,,,,,,,,,
12,20,10,10,26,14,12,286,2021,48604,1,,,,,,,,,,
12,20,10,18,26,14,12,286,2021,48604,1,,,,,,,,,,
12,20,10,29,26,14,12,287,2020,241746,12,,,,,,,,,,
12,20,10,29,26,14,12,287,2021,378156,12,,,,,,,,,,
12,20,10,41,26,14,12,287,2020,241746,12,,,,,,,,,,
12,20,10,41,26,14,12,287,2021,378156,12,,,,,,,,,,
12,20,10,18,26,14,12,298,2020,382170,3,,,,,,,,,,
12,20,10,18,26,14,12,298,2021,0,3,,,,,,,,,,
12,20,14,81,26,14,13,449,2018,10800,1,,,,,,,,,,
12,20,10,29,26,14,12,507,2021,56160,1,,,,,,,,,,
12,20,10,84,26,14,12,507,2021,56160,1,,,,,,,,,,
12,20,12,40,26,14,12,507,2021,56160,1,,,,,,,,,,
12,20,12,44,26,14,12,507,2021,56160,1,,,,,,,,,,
12,20,14,47,26,14,12,507,2021,56160,1,,,,,,,,,,
12,20,14,47,26,15,12,38,2022,3350,2,,,,,,,,,,
12,20,14,57,26,15,12,38,2022,3350,2,,,,,,,,,,
12,20,10,77,26,15,12,64,2018,0,1,,,,,,,,,,
12,20,12,56,26,15,12,64,2018,0,1,,,,,,,,,,
12,20,10,10,26,15,12,571,2018,9000,1,,,,,,,,,,
12,20,11,19,26,19,11,473,2018,10000,1,,,,,,,,,,
12,20,10,18,26,20,12,143,2022,50000,1,,,,,,,,,,
12,20,10,29,26,20,12,143,2022,50000,1,,,,,,,,,,
12,20,10,92,26,21,12,49,2019,5000,2,,,,,,,,,,
12,20,10,92,26,21,12,49,2020,20372,2,,,,,,,,,,
12,20,10,92,26,21,12,49,2021,4128,2,,,,,,,,,,
12,20,10,92,26,21,12,49,2022,0,2,,,,,,,,,,
12,20,10,18,26,21,12,143,2022,0,1,,,,,,,,,,
12,20,10,29,26,21,12,143,2022,0,1,,,,,,,,,,
12,20,14,47,26,21,12,224,2021,48049,1,,,,,,,,,,
12,20,14,47,26,21,12,253,2021,18414,1,,,,,,,,,,
12,20,10,29,26,21,12,257,2018,0,3,,,,,,,,,,
12,20,10,92,26,21,12,257,2019,5000,2,,,,,,,,,,
12,20,10,92,26,21,12,257,2020,20372,2,,,,,,,,,,
12,20,10,92,26,21,12,257,2021,4128,2,,,,,,,,,,
12,20,10,92,26,21,12,257,2022,0,2,,,,,,,,,,
12,20,10,29,26,21,12,287,2020,0,6,,,,,,,,,,
12,20,10,29,26,21,12,287,2021,0,6,,,,,,,,,,
12,20,10,41,26,21,12,287,2020,0,6,,,,,,,,,,
12,20,10,41,26,21,12,287,2021,0,6,,,,,,,,,,
12,20,14,47,26,21,12,254,2021,18414,1,,,,,,,,,,
12,20,10,10,26,21,12,571,2018,2278,1,,,,,,,,,,
12,20,12,44,26,22,12,255,2018,0,1,,,,,,,,,,
12,20,12,44,26,22,12,255,2019,0,1,,,,,,,,,,
12,20,12,44,26,22,12,255,2020,14968,1,,,,,,,,,,
12,20,12,44,26,22,12,255,2021,0,1,,,,,,,,,,
12,20,10,77,26,24,12,64,2018,0,1,,,,,,,,,,
12,20,12,56,26,24,12,64,2018,0,1,,,,,,,,,,
12,20,12,44,27,12,12,255,2018,0,1,,,,,,,,,,
12,20,12,44,27,12,12,255,2019,0,1,,,,,,,,,,
12,20,12,44,27,12,12,255,2020,0,1,,,,,,,,,,
12,20,12,44,27,12,12,255,2021,0,1,,,,,,,,,,
12,20,12,44,27,13,12,255,2019,8171,1,,,,,,,,,,
12,20,12,44,27,13,12,255,2020,0,1,,,,,,,,,,
12,20,12,44,27,13,12,255,2021,0,1,,,,,,,,,,
12,20,12,44,27,13,12,560,2020,10098,13,,,,,,,,,,
12,20,12,44,27,13,12,560,2021,9917,1,,,,,,,,,,
12,20,10,18,27,14,12,478,2018,466952,8,,,,,,,,,,
12,20,10,18,27,14,12,478,2019,332656,8,,,,,,,,,,
12,20,10,58,27,14,12,478,2018,466952,8,,,,,,,,,,
12,20,10,58,27,14,12,478,2019,332656,8,,,,,,,,,,
12,20,14,34,27,14,12,478,2018,466952,8,,,,,,,,,,
12,20,14,34,27,14,12,478,2019,332656,8,,,,,,,,,,
12,20,14,57,27,14,12,478,2018,466952,8,,,,,,,,,,
12,20,14,57,27,14,12,478,2019,332656,8,,,,,,,,,,
12,20,14,62,27,14,12,478,2018,466952,8,,,,,,,,,,
12,20,14,62,27,14,12,478,2019,332656,8,,,,,,,,,,
12,20,10,58,27,14,12,536,2019,81024,6,,,,,,,,,,
12,20,10,58,27,14,12,536,2020,298392,6,,,,,,,,,,
12,20,11,71,27,14,12,536,2021,193664,4,,,,,,,,,,
12,20,14,24,27,14,12,536,2019,81024,6,,,,,,,,,,
12,20,14,24,27,14,12,536,2020,298392,6,,,,,,,,,,
12,20,14,24,27,14,12,536,2021,193664,4,,,,,,,,,,
12,20,14,34,27,14,12,536,2021,1478264,4,,,,,,,,,,
12,20,14,57,27,14,12,536,2019,81024,6,,,,,,,,,,
12,20,14,57,27,14,12,536,2020,298392,6,,,,,,,,,,
12,20,14,62,27,14,12,536,2019,81024,6,,,,,,,,,,
12,20,14,62,27,14,12,536,2020,298392,6,,,,,,,,,,
12,20,14,62,27,14,12,536,2021,1671928,8,,,,,,,,,,
12,20,14,72,27,14,12,536,2019,81024,6,,,,,,,,,,
12,20,14,72,27,14,12,536,2020,298392,6,,,,,,,,,,
12,20,12,44,27,14,12,601,2020,24548,1,,,,,,,,,,
12,20,12,44,27,14,12,601,2021,205889,1,,,,,,,,,,
12,20,12,44,27,14,12,601,2022,0,1,,,,,,,,,,
12,20,11,71,27,19,12,134,2021,439152,12,,,,,,,,,,
12,20,14,72,27,19,12,134,2021,439152,12,,,,,,,,,,
12,20,12,44,27,19,12,135,2018,140691,1,,,,,,,,,,
12,20,12,44,27,19,12,135,2019,43650,1,,,,,,,,,,
12,20,12,44,27,19,12,135,2020,25266,1,,,,,,,,,,
12,20,12,44,27,19,12,601,2019,0,2,,,,,,,,,,
12,20,12,44,27,19,12,601,2020,0,2,,,,,,,,,,
12,20,12,44,27,19,12,601,2021,0,2,,,,,,,,,,
12,20,10,29,27,20,12,87,2018,112956,8,,,,,,,,,,
12,20,14,25,27,20,12,90,2018,68795,1,,,,,,,,,,
12,20,14,25,27,20,12,90,2019,0,1,,,,,,,,,,
12,20,12,44,27,20,12,135,2020,16480,1,,,,,,,,,,
12,20,12,44,27,20,12,135,2021,15520,1,,,,,,,,,,
12,20,12,44,27,20,12,255,2018,456644,4,,,,,,,,,,
12,20,12,44,27,20,12,255,2019,539423,8,,,,,,,,,,
12,20,12,44,27,20,12,255,2020,9600,8,,,,,,,,,,
12,20,12,44,27,20,12,255,2021,0,8,,,,,,,,,,
12,20,11,23,27,20,12,260,2022,23367,1,,,,,,,,,,
12,20,14,81,27,20,12,282,2018,8190,6,,,,,,,,,,
12,20,14,81,27,20,12,282,2019,69240,6,,,,,,,,,,
12,20,14,81,27,20,12,282,2020,26784,6,,,,,,,,,,
12,20,14,81,27,20,12,282,2021,24052,6,,,,,,,,,,
12,20,10,10,27,20,12,515,2021,233635,1,,,,,,,,,,
12,20,10,10,27,20,12,515,2022,0,1,,,,,,,,,,
12,20,14,62,27,20,12,536,2018,7624,1,,,,,,,,,,
12,20,10,29,27,20,12,591,2018,56478,4,,,,,,,,,,
12,20,10,29,27,20,12,592,2019,90858,1,,,,,,,,,,
12,20,10,29,27,20,12,592,2020,169907,1,,,,,,,,,,
12,20,12,44,27,21,12,89,2018,11580,2,,,,,,,,,,
12,20,12,44,27,21,12,89,2021,14814,1,,,,,,,,,,
12,20,12,44,27,21,12,89,2022,0,1,,,,,,,,,,
12,20,14,81,27,21,12,104,2018,535032,8,,,,,,,,,,
12,20,14,81,27,21,12,104,2019,2351160,1,,,,,,,,,,
12,20,14,81,27,21,12,104,2020,4654530,11,,,,,,,,,,
12,20,14,81,27,21,12,104,2021,5792128,14,,,,,,,,,,
12,20,10,29,27,21,12,106,2019,88385,1,,,,,,,,,,
12,20,10,29,27,21,12,106,2020,21998,1,,,,,,,,,,
12,20,10,29,27,21,12,106,2021,59123,1,,,,,,,,,,
12,20,10,63,27,21,12,106,2018,48064,1,,,,,,,,,,
12,20,10,63,27,21,12,106,2019,31997,1,,,,,,,,,,
12,20,10,63,27,21,12,106,2020,16627,1,,,,,,,,,,
12,20,10,63,27,21,12,106,2021,13549,1,,,,,,,,,,
12,20,10,18,27,21,13,130,2018,49690,1,,,,,,,,,,
12,20,10,18,27,21,13,130,2019,61645,1,,,,,,,,,,
12,20,10,18,27,21,13,130,2020,26359,1,,,,,,,,,,
12,20,10,18,27,21,13,130,2021,40650,1,,,,,,,,,,
12,20,10,18,27,21,13,130,2022,0,1,,,,,,,,,,
12,20,10,63,27,21,13,130,2018,49690,1,,,,,,,,,,
12,20,10,63,27,21,13,130,2019,61645,1,,,,,,,,,,
12,20,10,63,27,21,13,130,2020,26359,1,,,,,,,,,,
12,20,10,63,27,21,13,130,2021,40650,1,,,,,,,,,,
12,20,10,63,27,21,13,130,2022,0,1,,,,,,,,,,
12,20,14,65,27,21,13,130,2018,49690,1,,,,,,,,,,
12,20,14,65,27,21,13,130,2019,61645,1,,,,,,,,,,
12,20,14,65,27,21,13,130,2020,26359,1,,,,,,,,,,
12,20,14,65,27,21,13,130,2021,40650,1,,,,,,,,,,
12,20,14,65,27,21,13,130,2022,0,1,,,,,,,,,,
12,20,12,44,27,21,12,135,2020,39012,3,,,,,,,,,,
12,20,12,44,27,21,12,135,2021,29322,3,,,,,,,,,,
12,20,12,44,27,21,12,135,2022,0,3,,,,,,,,,,
12,20,12,44,27,21,13,226,2018,45076,4,,,,,,,,,,
12,20,10,18,27,21,12,329,2018,59263,1,,,,,,,,,,
12,20,10,18,27,21,12,329,2019,117545,1,,,,,,,,,,
12,20,10,18,27,21,12,329,2020,187846,1,,,,,,,,,,
12,20,10,18,27,21,12,329,2021,213555,1,,,,,,,,,,
12,20,14,81,27,21,12,282,2018,0,6,,,,,,,,,,
12,20,14,81,27,21,12,282,2019,0,6,,,,,,,,,,
12,20,14,81,27,21,12,282,2020,0,6,,,,,,,,,,
12,20,14,81,27,21,12,282,2021,0,6,,,,,,,,,,
12,20,10,18,27,21,13,340,2018,49690,1,,,,,,,,,,
12,20,10,18,27,21,13,340,2019,61645,1,,,,,,,,,,
12,20,10,18,27,21,13,340,2020,26359,1,,,,,,,,,,
12,20,10,18,27,21,13,340,2021,40650,1,,,,,,,,,,
12,20,10,18,27,21,13,340,2022,0,1,,,,,,,,,,
12,20,10,63,27,21,13,340,2018,49690,1,,,,,,,,,,
12,20,10,63,27,21,13,340,2019,61645,1,,,,,,,,,,
12,20,10,63,27,21,13,340,2020,26359,1,,,,,,,,,,
12,20,10,63,27,21,13,340,2021,40650,1,,,,,,,,,,
12,20,10,63,27,21,13,340,2022,0,1,,,,,,,,,,
12,20,14,65,27,21,13,340,2018,49690,1,,,,,,,,,,
12,20,14,65,27,21,13,340,2019,61645,1,,,,,,,,,,
12,20,14,65,27,21,13,340,2020,26359,1,,,,,,,,,,
12,20,14,65,27,21,13,340,2021,40650,1,,,,,,,,,,
12,20,14,65,27,21,13,340,2022,0,1,,,,,,,,,,
12,20,12,44,27,21,12,406,2018,308883,1,,,,,,,,,,
12,20,12,44,27,21,12,406,2020,81366,1,,,,,,,,,,
12,20,12,44,27,21,12,406,2021,64034,1,,,,,,,,,,
12,20,14,72,27,21,13,441,2020,0,4,,,,,,,,,,
12,20,12,11,27,21,12,465,2021,54227,2,,,,,,,,,,
12,20,12,44,27,21,12,465,2021,128227,6,,,,,,,,,,
12,20,12,44,27,21,12,465,2022,0,4,,,,,,,,,,
12,20,12,44,27,21,13,484,2018,308883,1,,,,,,,,,,
12,20,12,44,27,21,13,484,2020,81366,1,,,,,,,,,,
12,20,12,44,27,21,13,484,2021,64034,1,,,,,,,,,,
12,20,14,81,27,21,12,493,2018,48896,1,,,,,,,,,,
12,20,14,81,27,21,12,493,2019,49474,1,,,,,,,,,,
12,20,14,81,27,21,12,493,2020,52593,1,,,,,,,,,,
12,20,14,81,27,21,12,493,2021,50880,1,,,,,,,,,,
12,20,14,81,27,21,12,493,2022,0,1,,,,,,,,,,
12,20,12,44,27,21,12,521,2018,17875,1,,,,,,,,,,
12,20,12,44,27,21,12,521,2019,21959,1,,,,,,,,,,
12,20,12,44,27,21,12,521,2020,0,1,,,,,,,,,,
12,20,10,10,27,21,12,561,2019,216618,1,,,,,,,,,,
12,20,10,10,27,21,12,561,2020,148283,1,,,,,,,,,,
12,20,10,29,27,21,12,561,2018,96000,2,,,,,,,,,,
12,20,12,44,27,21,12,565,2018,17875,1,,,,,,,,,,
12,20,12,44,27,21,12,565,2019,21959,1,,,,,,,,,,
12,20,12,44,27,21,12,565,2020,0,1,,,,,,,,,,
12,20,12,44,27,21,13,566,2018,17875,1,,,,,,,,,,
12,20,12,44,27,21,13,566,2019,21959,1,,,,,,,,,,
12,20,12,44,27,21,13,566,2020,0,1,,,,,,,,,,
12,20,12,44,27,21,13,567,2018,17875,1,,,,,,,,,,
12,20,12,44,27,21,13,567,2019,21959,1,,,,,,,,,,
12,20,12,44,27,21,13,567,2020,0,1,,,,,,,,,,
12,20,12,44,27,22,12,255,2018,0,1,,,,,,,,,,
12,20,12,44,27,22,12,255,2019,873,1,,,,,,,,,,
12,20,12,44,27,22,12,255,2020,0,1,,,,,,,,,,
12,20,12,44,27,22,12,255,2021,0,1,,,,,,,,,,
12,20,10,29,28,13,12,29,2018,0,1,,,,,,,,,,
12,20,10,29,28,13,12,29,2019,3333,1,,,,,,,,,,
12,20,14,47,28,13,12,29,2018,0,1,,,,,,,,,,
12,20,14,47,28,13,12,29,2019,3333,1,,,,,,,,,,
12,20,14,93,28,13,12,29,2018,0,1,,,,,,,,,,
12,20,14,93,28,13,12,29,2019,3333,1,,,,,,,,,,
12,20,10,29,28,14,12,29,2018,114421,1,,,,,,,,,,
12,20,10,29,28,14,12,29,2019,140134,2,,,,,,,,,,
12,20,10,29,28,14,12,29,2020,27938,1,,,,,,,,,,
12,20,14,47,28,14,12,29,2018,114421,1,,,,,,,,,,
12,20,14,47,28,14,12,29,2019,8940,1,,,,,,,,,,
12,20,14,93,28,14,12,29,2018,114421,1,,,,,,,,,,
12,20,14,93,28,14,12,29,2019,8940,1,,,,,,,,,,
12,20,12,44,28,14,13,74,2019,153256,1,,,,,,,,,,
12,20,12,44,28,14,13,74,2020,287462,1,,,,,,,,,,
12,20,10,29,28,14,13,91,2019,131194,1,,,,,,,,,,
12,20,10,29,28,14,13,91,2020,27938,1,,,,,,,,,,
12,20,10,29,28,14,12,135,2019,131194,1,,,,,,,,,,
12,20,10,29,28,14,12,135,2020,27938,1,,,,,,,,,,
12,20,10,29,28,14,13,395,2019,28173,3,,,,,,,,,,
12,20,10,29,28,14,13,395,2020,0,3,,,,,,,,,,
12,20,10,29,28,14,13,395,2021,11724,3,,,,,,,,,,
12,20,10,29,28,14,12,498,2019,131194,1,,,,,,,,,,
12,20,10,29,28,14,12,498,2020,27938,1,,,,,,,,,,
12,20,10,29,28,14,11,552,2019,131194,1,,,,,,,,,,
12,20,10,29,28,14,11,552,2020,27938,1,,,,,,,,,,
12,20,12,44,28,16,12,135,2020,42508,2,,,,,,,,,,
12,20,12,44,28,16,12,135,2021,712316,2,,,,,,,,,,
12,20,12,44,28,16,12,135,2022,0,2,,,,,,,,,,
12,20,10,58,28,19,13,534,2019,0,1,,,,,,,,,,
12,20,10,58,28,19,13,534,2020,0,1,,,,,,,,,,
12,20,10,58,28,19,13,534,2021,0,1,,,,,,,,,,
12,20,10,58,28,19,13,547,2019,0,1,,,,,,,,,,
12,20,10,58,28,19,13,547,2020,0,1,,,,,,,,,,
12,20,10,58,28,19,13,547,2021,0,1,,,,,,,,,,
12,20,10,58,28,19,13,548,2019,0,1,,,,,,,,,,
12,20,10,58,28,19,13,548,2020,0,1,,,,,,,,,,
12,20,10,58,28,19,13,548,2021,0,1,,,,,,,,,,
12,20,10,58,28,19,13,549,2019,0,1,,,,,,,,,,
12,20,10,58,28,19,13,549,2020,0,1,,,,,,,,,,
12,20,10,58,28,19,13,549,2021,0,1,,,,,,,,,,
12,20,14,57,28,19,11,563,2020,6000,1,,,,,,,,,,
12,20,14,72,28,19,11,563,2020,7000,1,,,,,,,,,,
12,20,10,29,28,21,12,29,2018,0,1,,,,,,,,,,
12,20,10,29,28,21,12,29,2019,0,2,,,,,,,,,,
12,20,10,29,28,21,12,29,2020,0,1,,,,,,,,,,
12,20,14,47,28,21,12,29,2018,0,1,,,,,,,,,,
12,20,14,47,28,21,12,29,2019,0,1,,,,,,,,,,
12,20,14,93,28,21,12,29,2018,0,1,,,,,,,,,,
12,20,14,93,28,21,12,29,2019,0,1,,,,,,,,,,
12,20,10,29,28,21,13,91,2019,0,1,,,,,,,,,,
12,20,10,29,28,21,13,91,2020,0,1,,,,,,,,,,
12,20,10,29,28,21,12,135,2019,0,1,,,,,,,,,,
12,20,10,29,28,21,12,135,2020,0,1,,,,,,,,,,
12,20,12,44,28,21,12,135,2020,31504,2,,,,,,,,,,
12,20,12,44,28,21,12,135,2021,27062,2,,,,,,,,,,
12,20,12,44,28,21,12,135,2022,0,2,,,,,,,,,,
12,20,10,29,28,21,12,498,2019,0,1,,,,,,,,,,
12,20,10,29,28,21,12,498,2020,0,1,,,,,,,,,,
12,20,10,29,28,21,11,552,2019,0,1,,,,,,,,,,
12,20,10,29,28,21,11,552,2020,0,1,,,,,,,,,,
12,20,10,79,29,19,13,428,2019,541980,5,,,,,,,,,,
12,20,10,79,29,19,13,428,2020,555295,5,,,,,,,,,,
12,20,10,79,29,19,13,428,2021,286640,5,,,,,,,,,,
12,20,12,64,29,19,13,453,2019,140773,1,,,,,,,,,,
12,20,12,64,29,19,13,453,2020,123417,1,,,,,,,,,,
12,20,12,64,29,19,13,453,2021,106510,1,,,,,,,,,,
12,20,12,64,29,19,13,453,2022,55301,1,,,,,,,,,,
12,20,12,64,29,19,11,495,2019,140773,1,,,,,,,,,,
12,20,12,64,29,19,11,495,2020,123417,1,,,,,,,,,,
12,20,12,64,29,19,11,495,2021,106510,1,,,,,,,,,,
12,20,12,64,29,19,11,495,2022,55301,1,,,,,,,,,,
12,20,10,79,29,19,12,551,2019,541980,5,,,,,,,,,,
12,20,10,79,29,19,12,551,2020,555295,5,,,,,,,,,,
12,20,10,79,29,19,12,551,2021,286640,5,,,,,,,,,,
12,20,10,29,30,21,12,557,2018,237094,4,,,,,,,,,,
12,20,10,29,30,21,12,557,2019,457144,4,,,,,,,,,,
12,20,10,29,30,21,12,557,2020,358450,4,,,,,,,,,,
12,20,10,29,34,13,12,150,2018,29735,5,,,,,,,,,,
12,20,10,29,34,13,12,150,2019,4115,5,,,,,,,,,,
12,20,10,29,34,13,12,176,2018,29735,7,,,,,,,,,,
12,20,10,29,34,13,12,176,2019,104087,8,,,,,,,,,,
12,20,10,29,34,13,12,176,2020,107774,1,,,,,,,,,,
12,20,10,29,34,13,12,176,2021,12816,1,,,,,,,,,,
12,20,10,29,34,13,12,214,2018,29735,5,,,,,,,,,,
12,20,10,29,34,13,12,214,2019,4115,5,,,,,,,,,,
12,20,10,29,34,14,12,13,2021,233296,2,,,,,,,,,,
12,20,12,80,34,14,11,17,2018,56152,8,,,,,,,,,,
12,20,12,80,34,14,11,17,2019,42904,8,,,,,,,,,,
12,20,12,80,34,14,11,17,2020,67096,8,,,,,,,,,,
12,20,12,80,34,14,11,17,2021,56568,8,,,,,,,,,,
12,20,12,80,34,14,11,25,2018,56152,8,,,,,,,,,,
12,20,12,80,34,14,11,25,2019,42904,8,,,,,,,,,,
12,20,12,80,34,14,11,25,2020,67096,8,,,,,,,,,,
12,20,12,80,34,14,11,25,2021,56568,8,,,,,,,,,,
12,20,12,80,34,14,11,72,2018,56152,8,,,,,,,,,,
12,20,12,80,34,14,11,72,2019,42904,8,,,,,,,,,,
12,20,12,80,34,14,11,72,2020,67096,8,,,,,,,,,,
12,20,12,80,34,14,11,72,2021,56568,8,,,,,,,,,,
12,20,10,10,34,14,12,88,2018,29880,5,,,,,,,,,,
12,20,10,10,34,14,12,88,2019,47900,5,,,,,,,,,,
12,20,10,10,34,14,12,88,2020,46545,5,,,,,,,,,,
12,20,10,10,34,14,12,88,2021,59000,5,,,,,,,,,,
12,20,10,63,34,14,12,88,2018,29880,5,,,,,,,,,,
12,20,10,63,34,14,12,88,2019,47900,5,,,,,,,,,,
12,20,10,63,34,14,12,88,2020,46545,5,,,,,,,,,,
12,20,10,63,34,14,12,88,2021,59000,5,,,,,,,,,,
12,20,15,82,34,14,12,88,2018,29880,5,,,,,,,,,,
12,20,15,82,34,14,12,88,2019,47900,5,,,,,,,,,,
12,20,15,82,34,14,12,88,2020,46545,5,,,,,,,,,,
12,20,15,82,34,14,12,88,2021,59000,5,,,,,,,,,,
12,20,10,10,34,14,12,103,2018,0,1,,,,,,,,,,
