n1	n2	n3	n4	n5	anio	codificado	devengado	count
10	10	11	14	86	2020	106200	106200	1
10	10	11	14	86	2021	477900	318600	1
10	10	11	16	86	2017	2332978.45	341879.15	1
11	15	10	14	87	2019	16288454.84	839261.48	2
11	15	10	14	87	2020	11318863.46	593315.56	2
11	15	10	14	87	2021	11648670.96	2973328.14	2
11	12	10	16	87	2017	152613.58	0	1
18	79	10	16	87	2017	1729750	509717.6	2
27	173	10	16	87	2018	23793792	12199361.06	2
27	173	10	16	87	2019	1077288.24	101241.68	2
10	10	11	10	87	2017	1133000	927000	1
10	10	11	10	87	2020	353895.09	117965.03	1
10	10	11	10	87	2021	992536.88	550576.09	1
10	10	11	13	87	2019	66965	66965	1
10	10	11	14	87	2019	174397.92	106200	2
10	10	11	14	87	2020	34072.5	34072.5	1
10	10	11	14	87	2021	34072.5	0	1
10	10	11	16	87	2017	1366327.27	1117904.13	1
10	10	11	16	87	2018	899750	899750	1
10	10	11	13	88	2019	106200	106200	1
10	10	11	14	88	2019	159300	106200	1
10	10	11	16	88	2017	569643.53	139848.5	1
10	10	11	16	88	2018	138862.5	138862.5	1
12	21	10	16	89	2017	0	0	1
14	39	10	16	89	2017	0	0	2
17	68	10	16	89	2017	0	0	2
19	87	10	16	89	2017	0	0	1
26	154	10	16	89	2017	0	0	1
27	170	10	16	89	2017	0	0	1
27	171	10	16	89	2017	0	0	1
10	10	11	11	89	2017	0	0	1
10	10	11	16	89	2017	0	0	4
12	21	10	14	90	2019	33400438.92	7559301.76	2
12	21	10	14	90	2020	13881571.08	2093480.76	2
12	21	10	16	90	2017	1510206	747726.4	1
12	21	10	16	90	2018	14011732.07	4296374.76	1
12	21	10	16	90	2019	1208852.55	263594.87	1
12	21	10	14	90	2021	1119319	0	2
14	42	10	16	90	2018	15123380.4	0	1
17	70	10	16	90	2017	3020412	1495452.8	2
17	70	10	16	90	2018	28023464.14	8592749.52	2
17	70	10	16	90	2019	2417705.1	527189.74	2
10	10	11	10	90	2017	204392.04	187359.37	1
10	10	11	16	90	2017	1272908	1257579	3
10	10	11	16	90	2018	67050784.11	12017579.34	3
12	21	10	14	91	2020	2890192.61	2190686.21	3
12	21	10	14	91	2021	217173713	3486175.26	4
19	87	10	14	91	2020	3499824	1175543.4	3
19	87	10	14	91	2021	152640548.3	144034122.8	6
21	105	10	14	91	2020	35257368.5	22738552.6	2
21	105	10	14	91	2021	7051473.7	0	2
10	10	11	13	91	2021	0	0	1
12	20	10	19	92	2017	489427.32	126209.46	2
12	21	10	19	92	2017	194341.2	0	3
12	20	10	19	92	2018	9853.72	0	1
12	21	10	19	92	2018	123671.68	0	2
14	39	10	19	92	2017	14811982.66	8577457.38	7
14	43	10	19	92	2017	489427.32	126209.46	1
14	39	10	19	92	2018	11975912.54	4412104.12	5
14	43	10	19	92	2018	9853.72	0	1
19	87	10	19	92	2017	274752	0	4
19	87	10	19	92	2018	176384	0	2
21	105	10	19	92	2017	8258301.17	2848847.45	1
21	105	10	19	92	2018	6500615.61	3747959.54	1
24	133	10	19	92	2017	213840	0	3
24	133	10	19	92	2018	137280	0	2
27	170	10	19	92	2017	124082.43	82717.66	2
27	170	10	19	92	2018	41727.2	0	1
10	10	11	10	92	2017	4911607.48	764913.52	10
10	10	11	10	92	2018	5102917	1714057.46	11
10	10	11	19	92	2017	6073840.8	2120761.79	4
10	10	11	19	92	2018	3098031.35	1300758.12	4
10	10	11	14	93	2020	455754.39	455754.39	1
10	10	11	14	93	2021	671560.63	519642.5	1
10	10	11	14	94	2021	1255300.16	1255300.16	1
10	10	11	16	94	2017	344117.5	344117.5	1
11	15	10	14	95	2019	32379407.38	279800	2
11	15	10	14	95	2020	12713999.76	1003661.16	2
11	15	10	14	95	2021	11567010.86	487833.66	2
11	15	10	16	95	2019	103500	16788	1
27	173	10	16	95	2017	7161716	1372340	2
27	170	10	16	95	2018	5376000	4032000	1
10	10	11	10	95	2020	3517028.82	579035.26	1
10	10	11	10	95	2021	390780.98	0	1
10	10	11	11	95	2018	9104	0	1
10	10	11	11	95	2019	999255.71	330106.56	1
10	10	11	14	95	2020	2095482.99	1375466.66	1
10	10	11	14	95	2021	854106.83	155612.5	1
10	10	11	16	95	2017	0	0	3
10	10	11	16	95	2018	0	0	1
11	15	10	14	96	2019	20918511.14	11306127.64	2
11	15	10	14	96	2020	21244160.34	2618119.74	4
11	15	10	14	96	2021	14931753.5	1771222.56	4
11	15	10	16	96	2017	34115461.64	234043.15	1
11	15	10	16	96	2018	17058263.09	967028.72	1
11	15	10	16	96	2019	331429.99	55208.08	1
12	21	10	14	96	2019	21350689.74	0	2
12	21	10	14	96	2020	7092472.8	4116379.68	2
12	21	10	14	96	2021	4095483.68	0	2
12	18	10	16	96	2017	89604982.18	45629385.64	6
12	21	10	16	96	2017	120910.69	65252.22	1
12	18	10	16	96	2018	76260	74340	4
12	21	10	16	96	2018	13582779.4	54650.05	1
12	21	10	16	96	2019	1073571.43	0	1
14	42	10	16	96	2017	4233910.11	1434829.96	3
14	42	10	16	96	2018	7361.16	3575.88	1
18	79	10	16	96	2017	120910.69	65252.22	1
18	79	10	16	96	2018	13582779.4	54650.05	1
18	79	10	16	96	2019	1073571.43	0	1
19	84	10	14	96	2019	1109132.06	596076.88	2
19	84	10	14	96	2020	50311370.42	301304.46	2
19	84	10	14	96	2021	3195289.14	402643.92	2
19	84	10	16	96	2018	8655123.28	617709.36	2
19	84	10	16	96	2019	154890.12	31266	2
23	123	10	14	96	2019	20918511.14	11306127.64	3
23	123	10	14	96	2020	21457636.81	2618119.74	5
23	123	10	14	96	2021	14931753.5	1771222.56	5
27	173	10	16	96	2017	4233910.11	1434829.96	3
27	165	10	16	96	2017	68230923.28	468086.3	2
27	173	10	16	96	2018	7361.16	3575.88	1
27	165	10	16	96	2018	34116526.18	1934057.44	2
27	165	10	16	96	2019	662859.98	110416.16	2
10	10	11	10	96	2017	30757201.32	17235097.32	4
10	10	11	10	96	2020	5319354.6	3546236.4	1
10	10	11	10	96	2021	591039.4	0	1
10	10	11	12	96	2019	16833925.1	773046.42	5
10	10	11	13	96	2019	158415	158415	1
10	10	11	13	96	2021	0	0	1
10	10	11	14	96	2019	10323904.48	1356106.69	5
10	10	11	14	96	2020	13099935.79	9025433.2	2
10	10	11	14	96	2021	2928682.1	424800	2
10	10	11	16	96	2017	7072605.99	2347129.66	6
10	10	11	16	96	2018	22506314.05	1672463.1	4
10	10	11	16	96	2019	290942.19	90709.89	1
11	15	10	14	97	2019	229777942.2	85957127.04	9
11	15	10	14	97	2020	260518535.5	87687136.8	7
11	15	10	16	97	2017	1719597491	945280956.6	31
11	15	10	16	97	2018	1524944384	630845881.6	27
11	15	10	16	97	2019	20301577.02	1659276.44	26
11	15	10	16	97	2020	0	0	5
11	15	10	14	97	2021	230760993.6	86560718.44	6
11	15	10	16	97	2021	0	0	1
12	20	10	14	97	2019	1200345786	430643984	25
12	21	10	14	97	2019	414760864.3	174410346.3	6
12	18	10	14	97	2020	12600000	12600000	2
12	20	10	14	97	2020	1173059095	391964236.2	21
12	21	10	14	97	2020	416378157.8	137171588.3	6
12	19	10	16	97	2017	57467081.3	7138615.73	2
12	20	10	16	97	2017	6403339346	3678057973	94
12	21	10	16	97	2017	2291132650	1273290752	18
12	19	10	16	97	2018	20560791.28	1843017.43	4
12	20	10	16	97	2018	5513342270	2102823999	88
12	21	10	16	97	2018	1866162898	883363251.8	16
12	19	10	16	97	2019	645246.45	585507.55	3
12	20	10	16	97	2019	181317934.6	51055443.17	77
12	21	10	16	97	2019	6508165.92	2903337.06	18
12	20	10	16	97	2020	0	0	16
12	21	10	16	97	2020	0	0	3
12	20	10	19	97	2020	20490029.83	238325.8	1
12	18	10	14	97	2021	28800000	0	2
12	20	10	14	97	2021	1245802379	420432049.2	21
12	21	10	14	97	2021	380938292.3	146251802.2	5
12	20	10	16	97	2021	0	0	4
12	21	10	16	97	2021	0	0	3
12	20	10	19	97	2021	36284950.07	221419.02	2
13	31	10	14	97	2019	856641.49	401827.11	2
13	31	10	14	97	2020	633650.7	146858.9	2
13	26	10	16	97	2017	595174960.2	372356943.8	3
13	26	10	16	97	2018	516972270.1	237565145	3
13	26	10	16	97	2019	1554828.18	746746.32	2
13	26	10	16	97	2020	0	0	1
13	31	10	14	97	2021	323373.17	154255.86	1
13	26	10	16	97	2021	0	0	1
14	43	10	16	97	2017	886465910.8	511484688.2	22
14	43	10	16	97	2018	766755748	299812811.7	18
14	43	10	16	97	2019	1779200.46	151955.16	12
14	43	10	16	97	2020	0	0	3
16	61	10	14	97	2019	230634583.7	86358954.15	11
16	61	10	14	97	2020	261152186.2	87833995.7	9
16	61	10	16	97	2017	90616655.7	7138615.73	3
16	61	10	16	97	2018	20560791.28	1843017.43	4
16	61	10	16	97	2019	645246.45	585507.55	3
16	61	10	14	97	2021	231084366.8	86714974.3	7
17	70	10	16	97	2017	6562011.7	5905810.53	2
19	84	10	14	97	2019	359222415.9	82070582.33	3
19	87	10	14	97	2019	85595038.34	22688024.16	4
19	84	10	14	97	2020	360744354.6	65446500.77	3
19	87	10	14	97	2020	100746569.9	9653957.13	3
19	84	10	16	97	2017	26798791.86	14031440.31	3
19	87	10	16	97	2017	222579006.6	82225610.49	5
19	84	10	16	97	2018	29930716.77	10866695.23	2
19	87	10	16	97	2018	104974003.9	56853250.26	2
19	84	10	16	97	2019	450143.3	189311.77	2
19	87	10	16	97	2019	614560.46	221032.7	4
19	84	10	19	97	2020	20490029.83	238325.8	1
19	84	10	14	97	2021	534148500.7	94679725.45	3
19	87	10	14	97	2021	96369808.1	23080869.65	2
19	84	10	19	97	2021	36284950.07	221419.02	1
20	92	10	16	97	2017	172401243.9	21415847.19	6
20	92	10	16	97	2018	61682373.84	5529052.29	12
20	92	10	16	97	2019	1935739.35	1756522.65	9
26	154	10	16	97	2017	54043083.49	30152303.7	2
27	171	10	14	97	2019	85595038.34	22688024.16	4
27	171	10	14	97	2020	100746569.9	9653957.13	3
27	171	10	16	97	2017	1948842581	1108849552	12
27	173	10	16	97	2017	294560116	191681410.7	12
27	171	10	16	97	2018	1519427344	359724447.5	12
27	173	10	16	97	2018	430280411.1	119548542.4	12
27	171	10	16	97	2019	190879382.2	59798293.8	12
27	173	10	16	97	2019	24497241.42	553741.92	12
27	165	10	16	97	2019	12473.66	0	1
27	171	10	16	97	2020	0	0	4
27	173	10	16	97	2020	0	0	3
27	171	10	14	97	2021	151069812.9	23080869.65	3
27	171	10	19	97	2021	0	0	1
10	10	11	10	97	2017	80516250.5	68116454.4	19
10	10	11	10	97	2018	13791706.17	5270973.39	11
10	10	11	10	97	2019	3755502.72	2896695.83	6
10	10	11	10	97	2020	18535153.35	4360598.74	4
10	10	11	11	97	2017	1050500	539407.69	2
10	10	11	11	97	2018	2476622.9	333579.28	3
10	10	11	11	97	2019	3884732.52	672047.5	3
10	10	11	11	97	2020	8381800.04	2850842.67	4
10	10	11	12	97	2019	164500	164500	1
10	10	11	13	97	2019	2841440	2841440	1
10	10	11	14	97	2019	37623898.19	9688340.23	8
10	10	11	14	97	2020	38108572.44	9264887.27	8
10	10	11	16	97	2017	24847204.92	2368861.47	5
10	10	11	16	97	2018	481080.9	0	1
10	10	11	16	97	2019	240772.55	157201.54	4
10	10	11	16	97	2020	0	0	1
10	10	11	10	97	2021	14441674.59	6607844.15	10
10	10	11	11	97	2021	14264857.64	1056667.18	6
10	10	11	13	97	2021	503270	503270	1
10	10	11	14	97	2021	28113483.94	10191573.35	18
11	12	10	16	98	2017	1659972.09	790675.87	1
12	20	10	16	98	2017	3208874.22	386695.8	1
12	21	10	16	98	2017	1659972.09	790675.87	1
12	20	10	16	98	2018	13633747.02	335594.76	1
14	42	10	16	98	2017	6371012.22	406110.22	1
19	84	10	16	98	2017	15950898.66	1198916.24	3
19	84	10	16	98	2018	13633747.02	335594.76	1
21	105	10	16	98	2017	0	0	1
27	171	10	16	98	2017	0	0	1
27	173	10	16	98	2017	3208874.22	386695.8	1
27	165	10	16	98	2017	3208874.22	386695.8	1
27	173	10	16	98	2018	13633747.02	335594.76	1
27	165	10	16	98	2018	13633747.02	335594.76	1
20	92	10	16	99	2017	0	0	1
10	10	11	10	99	2017	352536.63	315445.9	1
10	10	11	16	99	2017	193297.11	45085.37	2
13	31	10	16	100	2017	12120000	0	1
24	133	10	16	100	2017	175420.84	0	1
10	10	11	16	100	2017	230163.56	109367.04	2
26	158	10	16	101	2017	0	0	1
11	12	10	16	102	2017	68117153.91	4983539.46	21
11	12	10	16	102	2018	50628115.68	20110122.09	12
11	12	10	16	102	2019	943507.95	199794.66	3
11	12	10	16	102	2020	0	0	3
12	18	10	16	102	2017	139950688	36056717.41	2
12	18	10	16	102	2018	62314774.88	32614543.59	2
12	18	10	16	102	2019	520849.34	21618.94	2
12	18	10	16	102	2020	0	0	1
14	39	10	16	102	2017	2133540.62	203775.01	2
14	41	10	16	102	2017	2512752.82	1067488.47	1
14	42	10	16	102	2017	159151360.3	46905182.89	4
14	39	10	16	102	2018	746083.16	0	1
14	42	10	16	102	2018	62314774.88	32614543.59	2
14	42	10	16	102	2019	520849.34	21618.94	4
14	42	10	16	102	2020	0	0	1
18	79	10	14	102	2019	23605472.14	2873901.55	2
18	79	10	14	102	2020	13687527.82	2848882.91	2
18	79	10	14	102	2021	8784399.92	1756879.78	1
18	79	10	16	102	2017	411228049.3	86095007.61	49
18	79	10	16	102	2018	210579641.4	98823689.83	27
18	79	10	16	102	2019	2614211.93	376228.98	9
18	79	10	16	102	2020	0	0	7
19	84	10	16	102	2017	8231364.31	2488650.98	3
19	87	10	16	102	2017	28005355.94	4440652.51	10
19	87	10	16	102	2018	16953771.06	6781106.53	5
19	87	10	16	102	2019	314502.65	66598.22	1
19	87	10	16	102	2020	0	0	1
21	105	10	16	102	2018	3476899.68	1044843.98	1
27	173	10	16	102	2017	0	0	1
27	170	10	16	102	2018	103949313.6	35429006.24	2
27	170	10	16	102	2019	1170299.68	18068.4	2
10	10	11	10	102	2017	25283365.91	15091100.96	9
10	10	11	10	102	2018	9390693.23	7541086.24	4
10	10	11	10	102	2019	0	0	1
10	10	11	10	102	2020	3937500	3500000	1
10	10	11	10	102	2021	1562500	0	2
10	10	11	11	102	2020	0	0	1
10	10	11	12	102	2019	16669807.85	3360673.36	4
10	10	11	13	102	2019	192782.5	192782.5	1
10	10	11	13	102	2021	0	0	1
10	10	11	14	102	2019	9586940.78	1893178.65	4
10	10	11	14	102	2020	15040543.7	2714713.24	3
10	10	11	14	102	2021	8141114.48	654700.65	3
10	10	11	16	102	2017	508100.25	0	3
10	10	11	16	102	2018	10743.56	0	1
10	10	11	16	102	2020	0	0	1
11	15	10	12	103	2019	191647500.1	0	1
11	15	10	14	103	2019	23792049.13	535714	2
11	15	10	14	103	2020	72418986.76	1619138	4
11	15	10	14	103	2021	37353658.95	392230.48	4
11	15	10	16	103	2018	133421338.5	4597753.99	3
11	15	10	16	103	2019	924642.84	64285.68	1
12	20	10	16	103	2017	58946456.37	7839301.31	6
12	20	10	16	103	2018	133932049.9	11262439.39	5
12	20	10	16	103	2019	1541288.18	431636.98	3
13	31	10	14	103	2019	56866457.4	5825628.97	4
13	31	10	14	103	2020	52157605.33	1307768.07	4
13	31	10	14	103	2021	64167037.86	18575375.76	4
14	42	10	12	103	2019	109401763.5	0	1
14	39	10	14	103	2019	722849.36	0	2
14	41	10	14	103	2019	56866457.4	5825628.97	4
14	42	10	14	103	2019	48861925.4	4078018.34	6
14	39	10	14	103	2020	21279655.48	2192995.18	2
14	41	10	14	103	2020	52157605.33	1307768.07	4
14	42	10	14	103	2020	428785802.3	24973447.06	9
14	39	10	14	103	2021	4911620.76	0	2
14	41	10	14	103	2021	64167037.86	18575375.76	4
14	42	10	14	103	2021	347131277.9	103886682.7	8
14	39	10	16	103	2017	73725769.47	10659630.56	9
14	42	10	16	103	2017	505177580.4	182430537.8	25
14	39	10	16	103	2018	319771180.8	37780198.63	8
14	42	10	16	103	2018	1391962608	634305888.3	23
14	39	10	16	103	2019	6055655.6	2156796.79	6
14	42	10	16	103	2019	37740041.26	5254251.77	21
14	42	10	16	103	2020	0	0	4
17	70	10	14	103	2019	105142456.6	27888957.98	8
17	70	10	14	103	2020	357725677.9	12321764.13	8
17	70	10	14	103	2021	163999539.2	30032554.43	6
17	70	10	16	103	2017	93967200	12960	5
17	70	10	16	103	2018	253112879.8	0	9
17	70	10	16	103	2019	328665.78	40059.72	6
18	79	10	14	103	2019	8902647.63	5433252.04	2
18	79	10	14	103	2020	46992634.32	5855350.48	4
18	79	10	14	103	2021	47526758.91	7460500.69	2
19	90	10	14	103	2019	17805295.26	10866504.08	4
19	90	10	14	103	2020	93985268.64	11710700.96	8
19	90	10	14	103	2021	95053517.82	14921001.38	4
19	87	10	16	103	2017	235328892	34500000	3
19	90	10	16	103	2017	33396794.1	7499109.12	9
19	87	10	16	103	2018	33763900.9	6377763.1	3
19	90	10	16	103	2018	214816962.8	9508561.35	6
19	90	10	16	103	2019	3498729.87	941829.66	6
21	105	10	10	103	2018	7842302.3	6517063.7	2
21	105	10	10	103	2019	2112222.28	790493.91	1
21	101	10	14	103	2019	35029612.88	4078018.34	3
21	105	10	14	103	2019	56866457.4	5825628.97	4
21	101	10	14	103	2020	226271784.6	8917438.23	4
21	105	10	14	103	2020	52157605.33	1307768.07	4
21	101	10	14	103	2021	107753276.7	16751339.55	3
21	105	10	14	103	2021	64167037.86	18575375.76	4
21	105	10	16	103	2017	784670395.1	142890137.3	18
21	105	10	16	103	2018	661758358.7	25623113.11	21
21	105	10	16	103	2019	20919158.54	15025960.4	14
23	123	10	16	103	2017	29468414.76	24220498.13	2
23	123	10	16	103	2018	255715689.8	153578550.3	3
23	123	10	16	103	2019	6984110.07	699517.24	3
23	123	10	16	103	2020	0	0	1
26	154	10	14	103	2019	213836954.2	15628260.76	12
26	154	10	14	103	2020	203285769.7	13010735.06	12
26	154	10	14	103	2021	140439675.2	37150751.52	12
26	154	10	16	103	2017	707779342.7	133261579.2	16
26	154	10	16	103	2018	582767318.3	49768243.48	19
26	154	10	16	103	2019	5588629.86	779167.5	12
27	171	10	12	103	2019	27646891.03	0	2
27	171	10	14	103	2019	8902647.63	5433252.04	2
27	173	10	14	103	2019	46501785.74	1071428	2
27	171	10	14	103	2020	46992634.32	5855350.48	4
27	173	10	14	103	2020	127410405.5	2346902.4	4
27	171	10	14	103	2021	47526758.91	7460500.69	2
27	173	10	14	103	2021	70864972.32	784460.96	4
27	170	10	16	103	2017	143442575	16018794.81	9
27	171	10	16	103	2017	22264529.4	4999406.08	6
27	165	10	16	103	2017	1072528.26	350212.8	2
27	170	10	16	103	2018	186979186.9	24278756.82	9
27	171	10	16	103	2018	143211308.5	6339040.9	4
27	165	10	16	103	2018	54510554.51	2813778.47	2
27	170	10	16	103	2019	1125134.67	353081.28	3
27	171	10	16	103	2019	2332486.58	627886.44	4
27	165	10	16	103	2019	660535.74	73699.86	1
10	10	11	10	103	2017	210242839.8	101480913.6	7
10	10	11	10	103	2018	38842375.6	33706059.98	4
10	10	11	10	103	2019	76323427.26	63909493.72	8
10	10	11	10	103	2020	238938281.1	45864613.2	12
10	10	11	10	103	2021	198668776.9	125684372.8	12
10	10	11	12	103	2019	417515170.4	20421176.35	10
10	10	11	12	103	2020	0	0	1
10	10	11	13	103	2019	32288117.63	14376447.66	3
10	10	11	13	103	2021	2531247.5	2531247.5	1
10	10	11	14	103	2019	145675327.9	15652783.14	5
10	10	11	14	103	2020	347421067.9	40975649.34	4
10	10	11	14	103	2021	339263616.2	234259696.4	3
10	10	11	16	103	2017	221560410.4	144441890.1	6
10	10	11	16	103	2018	128739325	31952950.02	4
10	10	11	16	103	2019	6860212.86	340311.31	2
10	10	11	16	103	2020	0	0	1
12	21	10	14	104	2019	18343691.01	0	1
13	31	10	14	104	2019	46000	30000	2
13	31	10	14	104	2020	108203534.7	0	1
13	31	10	14	104	2021	5582236.33	458630.36	1
14	42	10	14	104	2019	61626917.68	122137.76	4
14	42	10	14	104	2020	30933360.42	5989431.6	4
14	42	10	14	104	2021	11511475.47	17104.78	1
14	41	10	16	104	2017	100251155.4	24582283.24	2
14	42	10	16	104	2017	305343689.2	92521690.36	6
14	43	10	16	104	2017	16444357.05	5717377.71	2
14	41	10	16	104	2018	51171690.14	28565938.46	1
14	42	10	16	104	2018	361055700.7	18048557.78	6
14	43	10	16	104	2018	13023598.31	5580119.21	2
14	42	10	16	104	2019	6825652.08	1963682.22	2
14	43	10	16	104	2019	0	0	1
19	83	10	14	104	2019	66005423.28	16896561.38	4
19	83	10	14	104	2020	24198420.68	6538821.62	4
19	83	10	14	104	2021	23966272.72	18693523.54	4
19	83	10	16	104	2017	49333071.15	17152133.13	6
19	83	10	16	104	2018	39070794.93	16740357.63	6
19	83	10	16	104	2019	0	0	3
21	101	10	14	104	2019	126058135.8	1555229.2	13
21	105	10	14	104	2019	92000	60000	4
21	101	10	14	104	2020	267138720.9	19456983.16	13
21	105	10	14	104	2020	217448233	78480	4
21	101	10	14	104	2021	47066867.91	4617520.68	11
21	105	10	14	104	2021	19903349.68	1949497.54	4
21	101	10	18	104	2019	58444051.8	9528915.3	3
21	101	10	18	104	2020	63232305.69	8671584.69	3
21	101	10	18	104	2021	174909433	6856147.92	3
21	101	10	16	104	2017	4543629222	2146646792	33
21	101	10	16	104	2018	1889049633	515630592.6	39
21	101	10	16	104	2019	11487773.99	1095890.56	21
27	173	10	16	104	2017	11681891.82	8951982.02	2
27	173	10	16	104	2018	100430872.3	10518305.62	4
10	10	11	10	104	2017	143065415.9	69935492.62	13
10	10	11	10	104	2018	70254382.75	39163251.44	11
10	10	11	10	104	2019	1461944.78	15375.04	4
10	10	11	10	104	2020	1868833.33	129770.26	4
10	10	11	10	104	2021	9421236.25	6047607.74	5
10	10	11	12	104	2019	720173828.8	588326527.9	4
10	10	11	12	104	2020	4800000000	4400000000	1
10	10	11	12	104	2021	400000000	0	1
10	10	11	13	104	2019	1888000	1888000	1
10	10	11	13	104	2021	347215	347215	1
10	10	11	14	104	2019	3353286761	166780359.6	7
10	10	11	14	104	2020	3424460103	893037362	5
10	10	11	14	104	2021	1973194290	107743435.2	4
10	10	11	16	104	2017	4471662.58	4198245.91	2
10	10	11	16	104	2018	3571269.55	2827272	2
10	10	11	16	104	2019	169545173.5	81846594.48	2
10	10	11	16	104	2020	0	0	2
11	15	10	14	105	2019	133004312.5	15158308.56	2
11	15	10	14	105	2020	201647150.7	5563602.76	3
11	15	10	14	105	2021	131276236.5	6283198.18	3
11	15	10	18	105	2019	419703.6	80648	1
11	15	10	18	105	2020	314755.76	45175.36	1
11	15	10	18	105	2021	114456.64	0	1
11	15	10	16	105	2017	239967121.7	30386008.55	11
11	15	10	16	105	2018	66730115.32	32816071.84	8
11	15	10	16	105	2019	9937944.33	3326187.67	8
12	21	10	16	105	2017	42619078.03	12154923.37	4
12	21	10	16	105	2018	16069509.8	3450621.82	3
12	21	10	16	105	2019	948305.28	178071.69	3
14	43	10	14	105	2020	18865408	5577.6	2
14	43	10	14	105	2021	9490890.84	2344176.32	2
14	43	10	16	105	2017	6076584.8	1741502.5	4
14	43	10	16	105	2018	9336624.8	2741636.64	2
14	43	10	16	105	2019	976131.84	84840	4
15	50	10	18	105	2019	419703.6	80648	1
15	50	10	18	105	2020	314755.76	45175.36	1
15	50	10	18	105	2021	114456.64	0	1
21	105	10	16	105	2017	42619078.03	12154923.37	4
21	105	10	16	105	2018	16069509.8	3450621.82	3
21	105	10	16	105	2019	948305.28	178071.69	3
26	154	10	14	105	2019	8366046.91	985933.12	3
26	154	10	14	105	2020	13236704.23	2438071.07	3
26	154	10	14	105	2021	11072666.84	1772863.5	3
27	173	10	11	105	2017	1911470	1909470	1
27	164	10	11	105	2017	963840	95334.4	4
27	164	10	11	105	2018	4590140.64	1910166.2	4
27	173	10	11	105	2019	2256000	969246	1
27	164	10	11	105	2019	5659008	2049816.68	4
27	164	10	11	105	2020	3790272	1597504.56	4
27	164	10	11	105	2021	3790272	1675568.76	4
27	173	10	14	105	2019	5204789	353500	4
27	164	10	14	105	2019	266008625	30316617.12	4
27	173	10	14	105	2020	150362063.7	1041827.52	3
27	164	10	14	105	2020	403294301.3	11127205.52	6
27	173	10	14	105	2021	38710024.12	2492159.06	3
27	164	10	14	105	2021	262552473	12566396.36	6
27	173	10	16	105	2017	552463345.3	43409083.42	19
27	164	10	16	105	2017	154728965.6	6076161.81	3
27	173	10	16	105	2018	140580619.2	86016546.56	14
27	164	10	16	105	2018	34591095.72	25914828.2	3
27	173	10	16	105	2019	26508677.79	9308696.25	15
27	164	10	16	105	2019	8041333.77	2970044.29	3
10	10	11	10	105	2017	2252243.9	2252243.9	2
10	10	11	10	105	2018	1861509.15	1631045.11	2
10	10	11	10	105	2019	18948706.02	9615985.29	1
10	10	11	10	105	2020	7559607.64	2579787.82	1
10	10	11	10	105	2021	19267870.84	2601935.28	1
10	10	11	13	105	2019	38500000	32346779.5	2
10	10	11	14	105	2020	0	0	1
11	15	10	16	106	2017	354094396	161266606.3	3
11	15	10	16	106	2018	64024678.51	14345616.17	2
11	15	10	16	106	2019	1070619.22	6480.8	2
11	15	10	16	106	2020	257285884	0	1
12	21	10	16	106	2017	354094396	161266606.3	3
12	21	10	16	106	2018	64024678.51	14345616.17	2
12	21	10	16	106	2019	1070619.22	6480.8	2
12	21	10	16	106	2020	257285884	0	1
14	39	10	11	106	2017	5669664.72	46322.92	1
14	39	10	11	106	2018	3204000	0	2
14	43	10	14	106	2019	3183929488	51907840.76	4
14	43	10	14	106	2020	4046020981	1280997263	6
14	43	10	18	106	2019	10656000	708437.65	1
14	39	10	16	106	2017	354094396	161266606.3	3
14	42	10	16	106	2017	1730844899	1069573820	7
14	43	10	16	106	2017	23315772524	10335314074	62
14	39	10	16	106	2018	64024678.51	14345616.17	2
14	42	10	16	106	2018	1636988146	1502702954	9
14	43	10	16	106	2018	22381948990	12376869950	53
14	39	10	16	106	2019	1070619.22	6480.8	2
14	42	10	16	106	2019	257927.99	5040.9	3
14	43	10	16	106	2019	1542161237	8623720.92	39
14	39	10	16	106	2020	257285884	0	1
14	42	10	16	106	2020	0	0	3
14	43	10	16	106	2020	257285884	0	34
14	43	10	17	106	2020	0	0	2
14	43	10	14	106	2021	3275476648	766637177.1	9
14	42	10	16	106	2021	45194800	45047600	2
14	43	10	16	106	2021	384785134.4	383521934.4	29
15	50	10	14	106	2019	1460335626	854452821.7	7
15	50	10	14	106	2020	1692460967	833105424.4	7
15	50	10	14	106	2021	3612448720	2323213656	6
19	87	10	13	106	2019	36164959.17	36139859.14	1
19	87	10	14	106	2019	1907017276	42235806.98	5
19	87	10	14	106	2020	2334060316	660474633.6	10
19	87	10	16	106	2017	721410506.7	25219116.63	12
19	90	10	16	106	2017	3444538569	2130770932	10
19	87	10	16	106	2018	764487480.1	96914944.08	9
19	90	10	16	106	2018	3270611577	3004968350	10
19	87	10	16	106	2019	83224364.97	142779.39	9
19	90	10	16	106	2019	515855.98	10081.8	6
19	90	10	16	106	2020	0	0	6
19	87	10	13	106	2021	0	0	1
19	87	10	14	106	2021	2160821503	447168434.6	11
19	90	10	16	106	2021	90389600	90095200	4
20	92	10	14	106	2019	205761649.8	12980895.36	2
20	92	10	14	106	2020	173314633.9	15636167.06	6
20	92	10	16	106	2017	5596013084	3216002987	21
20	92	10	16	106	2018	5373788322	4525749294	21
20	92	10	16	106	2019	17487674.85	39310.89	15
20	92	10	16	106	2020	0	0	9
20	92	10	14	106	2021	476523392.7	59864813.24	6
20	92	10	16	106	2021	135584400	135142800	6
21	101	10	14	106	2019	17106632.66	74032.07	3
21	101	10	14	106	2020	426980396.7	0	1
