n1	n2	n3	n4	n5	anio	codificado	devengado	count
10	10	11	12	177	2020	11096082.24	0	1
10	10	11	12	177	2021	924673.52	0	1
10	10	11	14	177	2019	4725806	1719009.28	2
10	10	11	14	177	2020	4766228.31	0	3
10	10	11	14	177	2021	7267107.21	783579.53	3
10	10	11	15	177	2020	0	0	1
10	10	11	16	177	2017	27780609.24	1838805.72	5
10	10	11	16	177	2019	19484204.49	0	1
10	10	11	16	177	2020	929452.15	72198.14	2
10	10	11	16	177	2021	400424.5	0	1
10	10	11	17	177	2017	4800000	2948289.38	1
10	10	11	17	177	2018	1718562.45	1004600.92	3
10	10	11	17	177	2019	4489236.7	50218.39	1
10	10	11	17	177	2020	633899.1	149949.71	2
10	10	11	17	177	2021	801734.54	0	1
11	15	10	16	178	2019	23940344.49	1591952.83	1
11	15	10	16	178	2020	0	0	1
12	19	10	10	178	2019	546235.56	0	2
12	19	10	10	178	2020	546235.56	0	2
12	19	10	10	178	2021	121385.68	0	2
14	41	10	12	178	2020	141363.84	0	1
14	42	10	12	178	2020	12521225.9	940355.91	3
14	42	10	12	178	2021	1640752	0	3
14	42	10	16	178	2019	493024591.3	75727941.94	41
14	42	10	16	178	2020	0	0	13
14	42	10	17	178	2019	79129005.59	5265501.11	3
14	42	10	17	178	2020	639329.25	55000.95	4
14	42	10	17	178	2021	19610676.86	864877.38	3
18	79	10	12	178	2020	8965.8	0	1
19	84	10	12	178	2020	16362565.48	5836932.2	1
19	84	10	12	178	2021	1380002.61	0	1
19	84	10	16	178	2019	75754550	38406971.96	4
19	84	10	16	178	2020	0	0	4
27	170	10	12	178	2020	14176233.07	643862.72	2
27	170	10	12	178	2021	915508.49	0	1
10	10	11	10	178	2019	11953556.55	5151321.81	7
10	10	11	10	178	2020	15830024.47	455458.26	5
10	10	11	10	178	2021	20288586.61	8864896.3	6
10	10	11	11	178	2020	7980000	0	1
10	10	11	11	178	2021	9576000	359100.3	1
10	10	11	12	178	2020	22712267.17	4364005.11	4
10	10	11	12	178	2021	1890936.9	0	3
10	10	11	14	178	2019	2763795	1792270.89	3
10	10	11	14	178	2020	28263087.58	545024.65	5
10	10	11	14	178	2021	70654067.83	25033515.15	7
10	10	11	17	178	2019	16029419.85	1658380.39	2
10	10	11	17	178	2021	643110.24	0	1
10	10	11	19	178	2019	3731814.8	1055394.59	4
14	41	10	12	179	2020	55962056.2	6524209.17	1
14	42	10	12	179	2020	75800180.2	1471417.96	6
14	41	10	12	179	2021	5596806.22	531	1
14	42	10	12	179	2021	7782274.82	425938.68	6
14	39	10	16	179	2017	270207.27	150322.44	5
14	41	10	16	179	2017	0	0	4
14	42	10	16	179	2017	14058324.12	1423253.84	8
14	39	10	16	179	2018	64937559.79	0	6
14	41	10	16	179	2018	280655712.6	19497155.88	7
14	42	10	16	179	2018	286473498.9	5642897.84	10
14	39	10	16	179	2019	2437718.78	0	1
14	41	10	16	179	2019	444383480.5	88925503.4	7
14	42	10	16	179	2019	109048145	8573217.32	12
14	42	10	16	179	2020	0	0	2
14	39	10	16	179	2021	3087929.6	28320	1
14	41	10	16	179	2021	1728281.6	1728281.6	7
14	42	10	16	179	2021	9263788.8	84960	3
14	42	10	17	179	2017	172000.68	0	2
14	39	10	17	179	2019	144447	0	1
14	41	10	19	179	2017	0	0	1
14	41	10	19	179	2018	15502382.68	0	1
26	154	10	16	179	2018	2375444.13	0	1
26	154	10	16	179	2019	7589445.08	0	2
26	154	10	16	179	2020	1358480.36	0	2
26	154	10	17	179	2019	10630680.46	0	1
26	154	10	17	179	2020	41488941	0	1
26	154	10	17	179	2021	1724392.4	0	1
10	10	11	10	179	2017	70025253.89	60613.89	2
10	10	11	10	179	2018	7852409.4	0	2
10	10	11	10	179	2019	17220427.98	9812516.96	1
10	10	11	10	179	2020	96112200	0	1
10	10	11	10	179	2021	29986230.08	4569186.04	4
10	10	11	14	179	2019	7542126	1259731.57	1
10	10	11	14	179	2020	14737430.61	1049495.28	3
10	10	11	14	179	2021	53960125.22	13210124.5	6
10	10	11	16	179	2017	0	0	1
10	10	11	16	179	2020	1358480.36	679240.18	2
10	10	11	16	179	2021	2477720.54	0	1
10	10	11	17	179	2017	5726104.98	1245672.61	3
10	10	11	17	179	2018	18351819.28	0	2
10	10	11	17	179	2019	23648678.96	0	1
10	10	11	17	179	2020	4296992.25	1722279.22	2
10	10	11	17	179	2021	28910106.73	4771256.81	2
10	10	11	19	179	2017	1572418.12	0	3
10	10	11	19	179	2018	8311953.32	0	5
10	10	11	19	179	2020	0	0	1
19	87	10	12	180	2020	5032277.76	93094.4	2
19	87	10	16	180	2019	13207816.62	743538.83	1
19	87	10	12	180	2021	940565.08	72430.8	2
20	92	10	11	180	2017	133218.1	68971.32	2
20	92	10	11	180	2018	764235.76	88864.64	2
20	92	10	11	180	2019	223938.72	25000	2
20	92	10	11	180	2020	0	0	2
20	92	10	16	180	2017	1147.8	573.9	1
20	92	10	16	180	2018	15995.64	5331.88	1
20	92	10	11	180	2021	0	0	2
10	10	11	10	180	2017	20859182.9	1582956.58	1
10	10	11	10	180	2018	13602011	2147392.3	1
10	10	11	10	180	2020	45048552.72	932429.31	3
10	10	11	11	180	2020	45381.78	45381.78	1
10	10	11	12	180	2020	12845.12	6422.56	1
10	10	11	14	180	2019	19656	5269.26	1
10	10	11	14	180	2020	3116221.36	1017297.97	2
10	10	11	16	180	2017	128055427.6	7286780.79	2
10	10	11	16	180	2018	2667664.02	1229470.13	2
10	10	11	16	180	2019	88345.92	58880.8	1
10	10	11	16	180	2020	0	0	1
10	10	11	17	180	2018	0	0	1
10	10	11	10	180	2021	867959.12	231000	2
10	10	11	11	180	2021	86010.38	1671.26	2
10	10	11	12	180	2021	6422.56	0	1
10	10	11	14	180	2021	4685447.13	445761.92	2
10	10	11	16	180	2021	0	0	1
21	105	10	16	181	2017	102156814.9	37172522.22	2
21	105	10	16	181	2018	223733198.8	39982665.5	4
21	105	10	16	181	2019	358581105.5	50652628.46	4
21	105	10	16	181	2020	0	0	2
21	105	10	16	181	2021	0	0	2
10	10	11	10	181	2017	30209170.9	9982264.14	1
10	10	11	10	181	2018	11092415.12	5371076.34	1
10	10	11	10	181	2019	12090307.6	3120389.73	1
10	10	11	10	181	2020	26480568	0	2
10	10	11	10	181	2021	23760546.9	10000589.11	2
10	10	11	12	181	2020	34362580.56	15793722.86	1
10	10	11	12	181	2021	4921888.71	1918917.55	1
10	10	11	14	181	2019	78624	0	1
10	10	11	14	181	2020	39957457.05	1424328.42	1
10	10	11	14	181	2021	74780845.38	28454482.64	1
10	10	11	16	181	2020	0	0	1
10	10	11	17	181	2019	1095660	283928.4	1
11	12	10	16	182	2017	28874.2	408.22	2
11	12	10	16	182	2018	7957163.68	0	4
11	12	10	16	182	2019	2752575.72	2340763.32	2
12	21	10	12	182	2020	5040360.12	122782.54	1
12	21	10	12	182	2021	460777.14	0	1
12	21	10	16	182	2017	8000253.15	2152442.3	7
12	21	10	16	182	2018	427710.61	108609.13	5
12	21	10	16	182	2019	4354095.82	543219.12	2
12	21	10	17	182	2019	0	0	1
12	21	10	17	182	2021	994202.73	130900.99	1
13	31	10	16	182	2018	160000	0	1
14	42	10	12	182	2020	22972592.24	5189810.85	3
14	42	10	12	182	2021	2820424.86	53609.14	3
14	39	10	16	182	2017	189708989.6	81015746.29	23
14	41	10	16	182	2017	16649046.24	4733162.1	3
14	42	10	16	182	2017	144041684.9	43775438.29	24
14	39	10	16	182	2018	128548058.2	49837757.22	21
14	41	10	16	182	2018	19775415.93	4529134.2	9
14	42	10	16	182	2018	188215534.7	6509563.78	42
14	43	10	16	182	2018	21072088.32	0	2
14	39	10	16	182	2019	54767790.31	5235115.21	15
14	41	10	16	182	2019	992310.5	622167.48	9
14	42	10	16	182	2019	229879340.4	39731586.45	32
14	43	10	16	182	2019	19800495.18	3783570.22	1
14	39	10	16	182	2020	15147052.45	9574860.05	12
14	42	10	16	182	2020	6971566.41	1095026.24	10
14	43	10	16	182	2020	1094201.22	84899.39	1
14	39	10	16	182	2021	4327730.7	0	12
14	42	10	16	182	2021	2489477.34	387023.84	10
14	43	10	16	182	2021	437029.44	96755.96	1
14	42	10	17	182	2017	46112319.44	2159095.22	22
14	42	10	17	182	2018	111380847.6	15052922.31	24
14	39	10	17	182	2019	2629955.72	0	4
14	42	10	17	182	2019	129974919.7	21250471.28	29
14	39	10	17	182	2020	5296536.28	1197907.78	2
14	42	10	17	182	2020	47201164.32	5791598.18	16
14	39	10	17	182	2021	3634373.2	51853.22	2
14	42	10	17	182	2021	51205640.64	8605241.92	21
17	68	10	16	182	2017	63904.12	0	2
19	87	10	12	182	2020	37987010.66	1327600.12	4
19	87	10	12	182	2021	3523006.88	203283.92	4
19	87	10	16	182	2017	16264094.55	765095.36	11
19	87	10	16	182	2018	71792878.1	13779549.62	16
19	87	10	16	182	2019	31376445.24	3309675.89	12
19	87	10	16	182	2020	814784.76	208836.06	1
19	87	10	16	182	2021	232795.36	0	1
19	87	10	17	182	2017	20218470.51	1414503.03	16
19	87	10	17	182	2018	515560.45	292033.95	11
19	87	10	17	182	2019	246085	45900	5
23	123	10	16	182	2017	48589.92	27067.04	4
23	123	10	16	182	2018	2052357.14	137280.72	4
26	154	10	16	182	2017	28874.2	408.22	2
26	154	10	16	182	2018	12069326.14	407338.42	6
26	154	10	16	182	2019	5228267.16	2569660.14	4
27	170	10	16	182	2017	6538008.48	1510.49	2
27	170	10	16	182	2018	494.76	0	1
27	171	10	16	182	2018	24653344.29	968711.06	1
27	171	10	16	182	2019	30849370.44	3266667.84	2
27	171	10	16	182	2020	814784.76	208836.06	1
27	171	10	16	182	2021	232795.36	0	1
10	10	11	10	182	2017	243443668.8	32627665.02	14
10	10	11	10	182	2018	22726036.05	11426561.81	12
10	10	11	10	182	2019	33018671.21	12956496.76	15
10	10	11	10	182	2020	44721672.51	9800209.96	9
10	10	11	10	182	2021	30115687.88	9974798.1	13
10	10	11	12	182	2020	15820841.67	2198191.52	12
10	10	11	12	182	2021	4146115.56	379312	7
10	10	11	14	182	2019	7585634	567202.24	2
10	10	11	14	182	2020	14384528.3	193986.18	11
10	10	11	14	182	2021	43670025.14	7094352.5	15
10	10	11	16	182	2017	4563453.62	1947203.91	2
10	10	11	16	182	2018	10032669.22	2215523.29	3
10	10	11	16	182	2019	13294031.71	3157418.65	6
10	10	11	16	182	2020	0	0	1
10	10	11	17	182	2017	64128343.91	12928594.48	16
10	10	11	17	182	2018	21311769.4	4867257.79	12
10	10	11	17	182	2019	80654536.39	2581255.91	11
10	10	11	17	182	2020	69436725.04	8973609.6	7
10	10	11	17	182	2021	90729847.02	8404610.86	6
10	10	11	19	182	2017	4419021.36	2469697.17	10
10	10	11	19	182	2018	387791.52	84920.3	9
10	10	11	19	182	2019	96220.64	0	1
10	10	11	19	182	2020	267515.78	0	2
10	10	11	19	182	2021	420381.94	19315.6	2
17	68	10	12	183	2020	2232300.16	21302.4	1
17	68	10	16	183	2017	1820542.2	121381.65	6
17	68	10	16	183	2018	389340.9	0	3
17	68	10	16	183	2019	987656.34	19252.8	3
17	68	10	12	183	2021	159994.24	0	1
17	68	10	17	183	2021	0	0	1
19	87	10	16	183	2017	13427313.52	1025902.92	5
19	87	10	16	183	2018	45506264.96	9275007.68	4
19	87	10	16	183	2019	48908547.68	22983821.32	4
19	87	10	16	183	2020	0	0	4
19	87	10	17	183	2019	1768569.78	250748.4	1
19	87	10	17	183	2020	2506272.55	1635.9	1
19	87	10	17	183	2021	6095136.16	510093.39	1
27	170	10	17	183	2020	362260	106200	2
27	170	10	17	183	2021	362260	0	2
10	10	11	10	183	2017	4047099	0	1
10	10	11	10	183	2018	3056692.16	1641829.23	1
10	10	11	10	183	2019	6363283.2	4632252.33	1
10	10	11	10	183	2020	2006772	0	1
10	10	11	11	183	2017	957000	669677.6	1
10	10	11	11	183	2018	196361.04	35994.04	1
10	10	11	11	183	2019	392683.48	24256.29	1
10	10	11	12	183	2020	13946519.84	0	1
10	10	11	14	183	2019	321678	159849.61	2
10	10	11	14	183	2020	832711.1	0	1
10	10	11	16	183	2018	3059917.48	1635753.39	2
10	10	11	16	183	2019	367876.22	358294.83	1
10	10	11	16	183	2020	0	0	1
10	10	11	17	183	2017	597328.2	389900.84	2
10	10	11	17	183	2018	0	0	1
10	10	11	19	183	2017	0	0	2
10	10	11	19	183	2019	6823517.16	186756.91	1
10	10	11	19	183	2020	14072391.15	1864919.68	1
10	10	11	10	183	2021	5011029.7	1884538.7	2
10	10	11	11	183	2021	0	0	1
10	10	11	12	183	2021	1457887.76	0	1
10	10	11	14	183	2021	22213021.22	3362843.36	2
10	10	11	19	183	2021	12217719.78	1633821.05	2
12	20	10	12	184	2020	6143444.92	560831.92	1
12	21	10	12	184	2020	1057223.44	0	2
12	20	10	12	184	2021	597706.92	0	1
12	21	10	12	184	2021	227675.92	0	2
12	20	10	16	184	2017	0	0	1
13	31	10	16	184	2017	554436	218511.36	3
13	31	10	16	184	2018	7791498	1497794.73	3
13	31	10	16	184	2019	864531.48	472604.58	3
14	39	10	14	184	2021	4273279.38	231088.64	2
14	39	10	16	184	2017	2085258.02	145351.21	5
14	42	10	16	184	2017	485198.62	145351.21	3
14	43	10	16	184	2017	0	0	2
14	39	10	16	184	2018	20270280	1804057.36	8
14	39	10	16	184	2019	6118949.52	2485391.38	11
14	42	10	16	184	2019	600000	0	1
17	70	10	12	184	2020	1773430.8	160809.98	2
17	70	10	12	184	2021	591143.6	0	2
19	87	10	12	184	2020	6143444.92	560831.92	1
19	87	10	12	184	2021	597706.92	0	1
19	87	10	16	184	2019	1512474	0	1
21	105	10	16	184	2019	120000	0	1
27	164	10	11	184	2017	7999914.64	999989.33	1
27	164	10	11	184	2020	0	0	1
27	173	10	16	184	2017	0	0	1
27	164	10	16	184	2017	4400348.72	730947.52	2
27	173	10	16	184	2019	703240	0	1
10	10	11	10	184	2017	11025041.68	755502.14	2
10	10	11	10	184	2019	2603569.92	1646819.09	7
10	10	11	10	184	2020	1621896	0	1
10	10	11	10	184	2021	270316	0	1
10	10	11	14	184	2019	872236.38	807599.17	5
10	10	11	14	184	2021	10212665.34	1105369.75	4
10	10	11	16	184	2017	550532	257896.14	4
10	10	11	16	184	2018	7054212	1498949.23	6
10	10	11	16	184	2019	618129.46	370325.04	3
10	10	11	16	184	2020	0	0	1
12	20	10	16	185	2018	2217000	0	1
14	42	10	14	185	2019	6501280.14	1928085.28	1
14	42	10	14	185	2020	764695.2	762820.8	1
14	42	10	14	185	2021	11275714.8	5977625.1	1
14	41	10	16	185	2017	10270144	9999269.34	1
19	87	10	16	185	2018	65932204.8	990078.6	4
19	87	10	16	185	2019	68640707.22	10654566.99	7
19	87	10	16	185	2020	18908652.73	2649857.73	7
19	87	10	16	185	2021	27161519.55	19830120.48	7
20	92	10	16	185	2019	1800000	0	1
21	105	10	16	185	2019	11778574.29	1022868.72	3
21	105	10	16	185	2020	1137914.34	868809.39	3
21	105	10	16	185	2021	313012.89	0	3
10	10	11	10	185	2017	19572462.06	0	1
10	10	11	10	185	2018	793100	504700	1
10	10	11	10	185	2019	11433688.27	1602412.9	2
10	10	11	10	185	2020	1640138.54	66291.89	3
10	10	11	10	185	2021	12196029.14	7253785.97	3
10	10	11	12	185	2020	27049170	0	3
10	10	11	12	185	2021	2704917	0	2
10	10	11	14	185	2019	2055054.7	941338.51	3
10	10	11	14	185	2020	3431370.85	54353.6	4
10	10	11	14	185	2021	35946707.12	12615900.91	3
10	10	11	16	185	2017	709470	367161.82	1
10	10	11	16	185	2018	8884273	2665092.78	1
10	10	11	16	185	2019	1019405.25	35290.9	1
10	10	11	16	185	2020	0	0	1
10	10	11	17	185	2017	4958186.9	4102724.62	1
10	10	11	17	185	2018	259293.36	0	1
10	10	11	19	185	2017	11194296.85	8180516.05	1
10	10	11	19	185	2018	16240668	0	1
10	10	11	19	185	2019	12047675.49	1087438.93	2
10	10	11	19	185	2020	6934835.74	248412.75	4
10	10	11	19	185	2021	4394673.74	1079304.6	3
11	12	10	14	186	2021	8153.6	0	1
11	15	10	16	186	2019	30296.48	504	2
12	20	10	14	186	2021	103622.96	0	2
12	18	10	16	186	2019	127138.5	4.6	1
12	20	10	16	186	2019	143180.12	13618.38	7
13	26	10	14	186	2021	16867.76	0	1
13	29	10	14	186	2021	17734.36	0	1
13	31	10	16	186	2017	168928.48	18868.42	2
13	31	10	16	186	2018	59425.66	37181.9	4
13	26	10	16	186	2019	106411.2	1155.2	3
13	31	10	16	186	2019	40229.84	4119.16	3
14	42	10	12	186	2020	891497.58	0	2
14	42	10	12	186	2021	161237.06	0	2
14	39	10	14	186	2021	301292.78	0	1
14	42	10	14	186	2021	43120	0	1
14	43	10	14	186	2021	29937.04	0	1
14	42	10	16	186	2017	197636.9	35907.42	1
14	42	10	16	186	2018	1447523.36	237375.8	1
14	39	10	16	186	2019	81526.72	0	1
14	42	10	16	186	2019	1069096.61	64279.34	3
14	43	10	16	186	2019	17080.6	6384	1
15	50	10	14	186	2021	27959.96	0	1
17	70	10	16	186	2019	22386.56	6263.04	1
18	79	10	16	186	2019	7984	0	1
19	87	10	12	186	2020	3461899.92	236467.78	6
19	87	10	12	186	2021	443471.4	0	6
19	87	10	14	186	2021	1083015.28	0	3
19	87	10	16	186	2017	168928.48	18868.42	2
19	87	10	16	186	2018	59425.66	37181.9	4
19	84	10	16	186	2019	33044.48	0	1
19	87	10	16	186	2019	1751717.64	419958.26	11
20	92	10	12	186	2020	4230394	0	6
20	92	10	12	186	2021	618418	0	6
20	92	10	14	186	2021	1624224	484530	2
20	92	10	16	186	2019	1103945.72	402868.16	3
25	137	10	14	186	2021	21650.98	0	1
26	158	10	14	186	2021	23171.4	0	1
26	154	10	16	186	2017	1334779.6	117698.38	1
27	170	10	14	186	2021	37632	0	1
27	171	10	14	186	2021	231169.74	0	2
27	171	10	16	186	2019	473416.67	37568.98	2
27	173	10	16	186	2019	17972.88	787.36	1
10	10	11	10	186	2017	3707542.77	41166.74	2
10	10	11	10	186	2020	186383.88	0	1
10	10	11	10	186	2021	248511.84	124255.92	1
10	10	11	11	186	2018	45203.19	5791.04	1
10	10	11	11	186	2019	89304.32	18620.1	1
10	10	11	12	186	2020	772500	0	1
10	10	11	12	186	2021	154500	0	1
10	10	11	14	186	2021	2305854.56	264552	6
10	10	11	16	186	2017	909360	339286.51	1
10	10	11	16	186	2018	3728139	1689798.39	1
10	10	11	16	186	2019	846647.97	566211.6	8
11	15	10	12	187	2020	323328.2	32092.48	3
11	15	10	12	187	2021	36199.6	0	3
11	15	10	16	187	2019	180000	69436.82	3
11	15	10	16	187	2021	126900	2864.48	2
12	20	10	14	187	2021	84800	15587.29	1
12	18	10	16	187	2017	81762.76	59383.75	2
12	20	10	16	187	2017	939239.04	823101.4	8
12	18	10	16	187	2018	2340600	245142	2
12	20	10	16	187	2018	3583086.96	2031603.7	8
12	20	10	16	187	2019	829540	0	2
12	21	10	16	187	2019	120000	35753.88	3
12	18	10	16	187	2020	108000	23667.6	2
12	20	10	16	187	2020	68940	24914.04	4
12	21	10	16	187	2020	441752.85	55788.78	3
12	18	10	16	187	2021	72000	0	2
12	20	10	16	187	2021	209880	14921.74	4
12	21	10	16	187	2021	324632.2	7886.86	4
13	26	10	12	187	2020	3000	0	1
13	26	10	16	187	2020	594612	98912.52	2
13	26	10	16	187	2021	396408	0	2
13	31	10	16	187	2021	159221.68	27200	2
14	39	10	16	187	2017	195950.48	48987.62	1
14	42	10	16	187	2017	72864	63756	1
14	43	10	16	187	2017	40000	27799.88	2
14	42	10	16	187	2018	3715192.24	1438957.56	2
14	43	10	16	187	2018	180000	0	2
14	42	10	16	187	2019	7171175.84	107585.2	6
14	43	10	16	187	2019	80000	33073.06	1
14	42	10	16	187	2020	39900	11400	3
14	41	10	16	187	2021	64785.92	9872	1
14	42	10	16	187	2021	1680533.02	131147.8	10
14	41	10	19	187	2018	136732.5	122572.5	1
15	50	10	16	187	2017	20000	7591.74	2
15	50	10	16	187	2018	206154.62	38588.72	2
17	70	10	12	187	2020	25206	2392.38	1
17	70	10	12	187	2021	2100	0	1
17	68	10	16	187	2017	60000	29912.1	3
17	70	10	16	187	2017	96483.2	84422.8	2
17	68	10	16	187	2018	377370.56	24666.88	3
17	70	10	16	187	2018	113681.28	44325.12	2
17	70	10	16	187	2019	6772581.48	2328261.48	2
18	79	10	12	187	2020	25206	2392.38	1
18	79	10	12	187	2021	2100	0	1
18	79	10	16	187	2017	45600	22573.68	1
18	79	10	16	187	2019	40000	15961.94	1
19	84	10	12	187	2020	37200	2000	1
19	87	10	12	187	2020	276432.2	28480.08	2
19	84	10	12	187	2021	1000	0	1
19	87	10	12	187	2021	31239.6	0	2
19	87	10	14	187	2021	473330.4	0	1
19	87	10	16	187	2017	3427514.56	662771.93	14
19	87	10	16	187	2018	18544407.62	8467090.66	21
19	84	10	16	187	2019	101600	39528.14	2
19	87	10	16	187	2019	5081215.68	4443339.37	15
19	87	10	16	187	2020	2022946.15	1172692.85	10
19	84	10	16	187	2021	144000	33646.8	2
19	87	10	16	187	2021	2612119.72	706271.97	17
19	87	10	19	187	2020	134336.4	20580.5	1
19	87	10	19	187	2021	216042.4	26981.18	1
20	92	10	16	187	2019	40000	24974.37	1
20	92	10	16	187	2020	79803.5	13407	1
20	92	10	16	187	2021	45602	0	1
21	105	10	16	187	2017	24000	11766.32	2
21	105	10	16	187	2018	109570.24	10082.24	2
21	105	10	17	187	2019	15335.2	7667.6	1
23	123	10	16	187	2017	60000	29732.24	2
23	123	10	16	187	2018	87984.08	8784.08	2
26	158	10	16	187	2017	130004.36	101595.15	3
26	158	10	16	187	2018	2397440.64	267304.56	3
26	158	10	16	187	2019	3386290.74	1164130.74	1
27	170	10	12	187	2020	1244297.5	103692.5	2
27	170	10	12	187	2021	103692.5	0	2
27	170	10	16	187	2017	1271586.48	1157349.86	8
27	170	10	16	187	2018	5766660.5	3230672.16	10
27	173	10	16	187	2018	377674.34	66381.68	1
27	170	10	16	187	2019	1244310	0	3
27	170	10	16	187	2020	2966456.5	2118897.5	2
27	170	10	16	187	2021	3409058	1251120	2
10	10	11	10	187	2017	5351202.54	320849.49	6
10	10	11	12	187	2020	1109482.05	146378.03	9
10	10	11	12	187	2021	142482.15	0	7
10	10	11	14	187	2019	1885589	1218681.59	4
10	10	11	14	187	2020	357579.8	88580.95	1
10	10	11	14	187	2021	779725.18	327587.41	5
10	10	11	16	187	2017	18749.7	8942.49	5
10	10	11	16	187	2018	1081338.37	205935.51	5
10	10	11	16	187	2019	100000	11476.25	1
10	10	11	16	187	2021	124880	44131.14	1
10	10	11	17	187	2018	804726.72	728683.59	2
10	10	11	17	187	2019	0	0	1
10	10	11	17	187	2021	342782.64	0	1
10	10	11	19	187	2018	112296.88	112296.88	1
10	10	11	19	187	2019	17405	15739.7	1
10	10	11	19	187	2021	52630.4	0	1
14	42	10	16	188	2019	5065792.44	1528546.98	2
14	43	10	16	188	2019	2532896.22	764273.49	1
14	42	10	16	188	2020	3021956.4	2406433.5	2
14	43	10	16	188	2020	1510978.2	1203216.75	1
14	42	10	16	188	2021	302195.64	0	2
14	43	10	16	188	2021	151097.82	0	1
10	10	11	14	188	2020	7195740.42	1609061.12	1
10	10	11	14	188	2021	8440279.05	3682529.8	1
12	20	10	16	189	2017	2119313.4	17411.95	2
12	20	10	16	189	2018	9116786.9	161917.34	2
13	31	10	11	189	2018	132570.2	65867.2	2
13	31	10	11	189	2019	304561.92	104088.3	2
13	26	10	12	189	2020	0	0	1
13	26	10	17	189	2019	65057.25	52045.8	1
14	42	10	15	189	2020	7000000	0	2
14	42	10	15	189	2021	83079092.62	46364886.44	2
14	42	10	16	189	2017	10821079.18	1022544.18	6
14	41	10	16	189	2018	33979359.16	14898013.42	2
14	42	10	16	189	2018	34519290.82	10590116.89	8
14	41	10	16	189	2019	12096095.22	4442999.58	2
14	42	10	16	189	2019	77777585.31	36647543.13	6
14	42	10	16	189	2020	49284997.02	9630107.75	5
14	42	10	16	189	2021	8539272.68	0	5
17	68	10	16	189	2017	279157.2	66054.14	2
17	68	10	16	189	2018	66171.2	0	2
19	87	10	11	189	2018	7073869.98	0	7
19	87	10	11	189	2019	1490736.9	0	7
19	87	10	11	189	2020	2574319.8	0	10
19	87	10	11	189	2021	2359803.95	75.6	5
19	83	10	16	189	2017	1570538.8	2068.48	2
19	84	10	16	189	2017	672076.08	0	1
19	87	10	16	189	2017	2791389.48	17411.95	3
19	83	10	16	189	2018	489279.38	154471.44	2
19	84	10	16	189	2018	13462786.68	0	1
19	87	10	16	189	2018	22579573.58	161917.34	3
26	158	10	16	189	2017	15521104.82	9376702.62	2
27	170	10	16	189	2017	2119313.4	17411.95	2
27	171	10	16	189	2017	2119313.4	17411.95	2
27	170	10	16	189	2018	9116786.9	161917.34	2
27	171	10	16	189	2018	9116786.9	161917.34	2
10	10	11	10	189	2017	20653585.82	448099.96	3
10	10	11	10	189	2018	845766.52	799564.1	3
10	10	11	10	189	2019	857900.75	582601.93	3
10	10	11	10	189	2020	7996608	0	1
10	10	11	10	189	2021	2153189.7	738379.53	2
10	10	11	12	189	2020	26360149.56	5852888.39	3
10	10	11	12	189	2021	7093511.36	3907301	2
10	10	11	14	189	2019	877716	659216	2
10	10	11	14	189	2021	22119248.75	7429315.9	2
10	10	11	15	189	2020	0	0	1
10	10	11	16	189	2017	1965474.96	255996	2
10	10	11	16	189	2018	12208994.13	5139385.35	2
10	10	11	16	189	2019	77682.33	38622.36	1
10	10	11	16	189	2020	0	0	1
10	10	11	17	189	2019	2034297.99	868860.53	1
10	10	11	19	189	2018	17968596	2378581.16	6
10	10	11	19	189	2019	282938.67	204836.8	2
10	10	11	19	189	2020	0	0	1
11	12	10	16	190	2017	27585.06	0	6
11	12	10	16	190	2018	180291.27	0	9
11	12	10	16	190	2019	69078.15	0	6
11	15	10	19	190	2017	1000	0	1
11	15	10	19	190	2018	9000	0	1
14	39	10	16	190	2017	33062746.56	561351.9	19
14	41	10	16	190	2017	27530.02	0	3
14	42	10	16	190	2017	156383.94	0	6
14	39	10	16	190	2018	154948737.5	9088604.94	20
14	41	10	16	190	2018	17891872.53	251945.2	6
14	42	10	16	190	2018	82829998.98	0	9
14	39	10	16	190	2019	147947300.4	9864445.11	20
14	41	10	16	190	2019	17749279.43	354271	5
14	42	10	16	190	2019	88973727.33	5718407.49	9
14	39	10	16	190	2020	12340308.52	570782.72	10
14	41	10	16	190	2020	176176.56	69311.2	4
14	42	10	16	190	2020	9057032.76	350111.94	3
14	39	10	16	190	2021	6674012.96	1386860.8	7
14	41	10	16	190	2021	27724.48	0	2
14	42	10	16	190	2021	4974319.68	1040145.6	4
14	39	10	17	190	2019	749897.01	129832.33	1
14	39	10	17	190	2020	246280.6	162284.06	1
14	42	10	17	190	2020	2163808.68	0	1
14	39	10	17	190	2021	30946.22	0	1
14	42	10	19	190	2020	2323303.07	1047995.34	2
14	42	10	19	190	2021	5265164.6	2015843.95	2
15	50	10	16	190	2017	5384294.88	722762.58	6
15	50	10	16	190	2018	37178.55	0	6
15	50	10	16	190	2019	612143.19	428883.45	6
18	79	10	16	190	2017	27000	0	3
18	79	10	16	190	2018	108000	0	3
18	79	10	16	190	2019	67500	0	3
19	84	10	16	190	2017	28800	0	3
19	84	10	16	190	2018	26752853.16	377917.8	6
19	87	10	16	190	2018	269060.3	0	2
19	84	10	16	190	2019	26592681.57	531406.5	6
19	84	10	16	190	2020	264264.84	103966.8	6
19	87	10	16	190	2020	201355.2	1763.2	2
19	84	10	16	190	2021	41586.72	0	3
19	87	10	16	190	2021	541332.8	227129.5	2
19	87	10	19	190	2017	1000	0	1
19	87	10	19	190	2018	9000	0	1
